Incoming Energy	9809	1.52569	1	CoupledTransportation
Incoming Energy	25583	2.60295	1	CoupledTransportation
Incoming Energy	34379	0.526198	1	CoupledTransportation
Incoming Energy	56458	3.8731	1	CoupledTransportation
Incoming Energy	63203	2.26308	1	CoupledTransportation
Incoming Energy	63229	5.11109	1	CoupledTransportation
Incoming Energy	77172	4.25488	1	CoupledTransportation
Incoming Energy	106650	2.02964	1	CoupledTransportation
Incoming Energy	112588	4.09934	1	CoupledTransportation
Incoming Energy	156219	3.41519	1	CoupledTransportation
Incoming Energy	181876	0.547539	1	CoupledTransportation
Incoming Energy	197801	4.40193	1	CoupledTransportation
Incoming Energy	223823	1.18078	1	CoupledTransportation
Incoming Energy	241094	5.43962	1	CoupledTransportation
Incoming Energy	276971	2.45924	1	CoupledTransportation
Incoming Energy	323624	5.69993	1	CoupledTransportation
Incoming Energy	344158	4.19812	1	CoupledTransportation
Incoming Energy	369847	4.41301	1	CoupledTransportation
Incoming Energy	382139	4.32628	1	CoupledTransportation
Incoming Energy	410971	4.13744	1	CoupledTransportation
Incoming Energy	443099	5.26647	1	CoupledTransportation
