event ID: 2398	scintillation events:81	Cerenkov events: 4
event ID: 13938	scintillation events:737	Cerenkov events: 30
event ID: 13956	scintillation events:233	Cerenkov events: 0
event ID: 20990	scintillation events:9324	Cerenkov events: 206
event ID: 50475	scintillation events:23	Cerenkov events: 2
event ID: 50665	scintillation events:126	Cerenkov events: 0
event ID: 88870	scintillation events:2214	Cerenkov events: 60
event ID: 95401	scintillation events:1374	Cerenkov events: 35
event ID: 103972	scintillation events:1904	Cerenkov events: 44
event ID: 124548	scintillation events:381	Cerenkov events: 16
event ID: 131300	scintillation events:4934	Cerenkov events: 97
event ID: 136279	scintillation events:171	Cerenkov events: 0
event ID: 136305	scintillation events:517	Cerenkov events: 3
event ID: 145753	scintillation events:604	Cerenkov events: 13
event ID: 157879	scintillation events:1200	Cerenkov events: 45
event ID: 186489	scintillation events:2003	Cerenkov events: 48
event ID: 195735	scintillation events:2858	Cerenkov events: 69
event ID: 208097	scintillation events:6154	Cerenkov events: 138
event ID: 229217	scintillation events:4274	Cerenkov events: 83
event ID: 239351	scintillation events:194	Cerenkov events: 0
event ID: 245925	scintillation events:111	Cerenkov events: 0
event ID: 272052	scintillation events:6330	Cerenkov events: 183
event ID: 285854	scintillation events:414	Cerenkov events: 15
event ID: 307783	scintillation events:243	Cerenkov events: 0
event ID: 352262	scintillation events:2480	Cerenkov events: 76
event ID: 361055	scintillation events:96	Cerenkov events: 0
event ID: 376152	scintillation events:577	Cerenkov events: 23
event ID: 396647	scintillation events:1282	Cerenkov events: 33
event ID: 452221	scintillation events:476	Cerenkov events: 0
event ID: 455784	scintillation events:99	Cerenkov events: 0
event ID: 489701	scintillation events:2403	Cerenkov events: 72
event ID: 496562	scintillation events:5026	Cerenkov events: 123
event ID: 521310	scintillation events:7062	Cerenkov events: 148
event ID: 559152	scintillation events:1616	Cerenkov events: 40
event ID: 566820	scintillation events:2628	Cerenkov events: 74
event ID: 567045	scintillation events:135	Cerenkov events: 0
event ID: 614936	scintillation events:78	Cerenkov events: 0
event ID: 615013	scintillation events:3677	Cerenkov events: 115
event ID: 620338	scintillation events:2204	Cerenkov events: 61
event ID: 627217	scintillation events:2059	Cerenkov events: 57
event ID: 661109	scintillation events:1935	Cerenkov events: 65
event ID: 676450	scintillation events:53	Cerenkov events: 0
event ID: 679011	scintillation events:155	Cerenkov events: 0
event ID: 687322	scintillation events:102	Cerenkov events: 0
event ID: 690098	scintillation events:6439	Cerenkov events: 154
event ID: 699934	scintillation events:1	Cerenkov events: 0
event ID: 708808	scintillation events:1493	Cerenkov events: 17
event ID: 715038	scintillation events:444	Cerenkov events: 0
event ID: 715101	scintillation events:2238	Cerenkov events: 68
event ID: 719012	scintillation events:2774	Cerenkov events: 57
event ID: 719097	scintillation events:5693	Cerenkov events: 152
event ID: 726207	scintillation events:37	Cerenkov events: 0
event ID: 740568	scintillation events:3400	Cerenkov events: 79
event ID: 759093	scintillation events:1212	Cerenkov events: 30
event ID: 771658	scintillation events:514	Cerenkov events: 2
event ID: 785215	scintillation events:195	Cerenkov events: 11
event ID: 787971	scintillation events:985	Cerenkov events: 10
event ID: 809222	scintillation events:3111	Cerenkov events: 68
event ID: 809244	scintillation events:1031	Cerenkov events: 31
event ID: 819528	scintillation events:363	Cerenkov events: 0
event ID: 819583	scintillation events:3461	Cerenkov events: 62
event ID: 830628	scintillation events:709	Cerenkov events: 18
event ID: 839141	scintillation events:661	Cerenkov events: 15
event ID: 843798	scintillation events:66	Cerenkov events: 0
event ID: 860841	scintillation events:1	Cerenkov events: 0
event ID: 860866	scintillation events:64	Cerenkov events: 0
event ID: 860905	scintillation events:4435	Cerenkov events: 89
event ID: 867681	scintillation events:170	Cerenkov events: 0
event ID: 874832	scintillation events:1944	Cerenkov events: 37
event ID: 894389	scintillation events:160	Cerenkov events: 0
event ID: 905776	scintillation events:1426	Cerenkov events: 49
event ID: 916935	scintillation events:2001	Cerenkov events: 71
event ID: 927120	scintillation events:125	Cerenkov events: 6
event ID: 988197	scintillation events:5363	Cerenkov events: 102
event ID: 999690	scintillation events:338	Cerenkov events: 15
