488	Cerenkov in core	84
1556	Scintillation in core	145
1556	Scintillation in core	145
1556	Scintillation in core	153
1556	Scintillation in core	160
1556	Scintillation in core	160
1556	Scintillation in core	160
1556	Scintillation in core	160
1556	Scintillation in core	160
1556	Scintillation in core	257
1556	Scintillation in core	246
1556	Scintillation in core	243
1556	Scintillation in core	232
1556	Scintillation in core	205
1556	Scintillation in core	189
1556	Scintillation in core	310
1556	Scintillation in core	310
1556	Scintillation in core	310
1556	Scintillation in core	288
1556	Scintillation in core	367
1556	Scintillation in core	367
1556	Scintillation in core	366
1556	Scintillation in core	336
1556	Scintillation in core	333
1556	Scintillation in core	387
1556	Scintillation in core	383
1556	Scintillation in core	379
1556	Scintillation in core	427
1556	Scintillation in core	427
1556	Scintillation in core	415
1556	Scintillation in core	415
1556	Scintillation in core	415
1556	Scintillation in core	415
1556	Scintillation in core	415
1556	Scintillation in core	415
1556	Scintillation in core	415
1556	Scintillation in core	533
1556	Scintillation in core	533
1556	Scintillation in core	533
1556	Scintillation in core	533
1556	Scintillation in core	533
1556	Scintillation in core	533
1556	Scintillation in core	495
1556	Scintillation in core	495
1556	Scintillation in core	495
1556	Scintillation in core	495
1556	Scintillation in core	495
1556	Scintillation in core	492
1556	Scintillation in core	492
1556	Scintillation in core	485
1556	Scintillation in core	485
1556	Scintillation in core	485
1556	Scintillation in core	485
1556	Scintillation in core	485
1556	Scintillation in core	485
1556	Scintillation in core	469
1556	Scintillation in core	469
1556	Scintillation in core	465
1556	Scintillation in core	462
1556	Scintillation in core	461
1556	Scintillation in core	450
1556	Scintillation in core	446
1556	Scintillation in core	446
1556	Scintillation in core	446
1556	Scintillation in core	446
1556	Scintillation in core	445
1556	Cerenkov in core	435
1556	Cerenkov in core	435
1556	Cerenkov in core	435
1556	Cerenkov in core	435
1556	Scintillation in core	571
1556	Scintillation in core	644
1556	Scintillation in core	644
1556	Scintillation in core	644
1556	Scintillation in core	643
1556	Scintillation in core	643
1556	Scintillation in core	643
1556	Scintillation in core	643
1556	Scintillation in core	632
1556	Scintillation in core	628
1556	Scintillation in core	627
1556	Scintillation in core	620
1556	Scintillation in core	619
1556	Scintillation in core	619
1556	Scintillation in core	619
1556	Scintillation in core	617
1556	Scintillation in core	617
1556	Scintillation in core	617
1556	Scintillation in core	613
1556	Scintillation in core	608
1556	Scintillation in core	646
1556	Scintillation in core	646
1556	Scintillation in core	646
1556	Scintillation in core	646
1556	Scintillation in core	646
1556	Scintillation in core	646
1556	Scintillation in core	646
1556	Scintillation in core	646
1556	Scintillation in core	654
1556	Scintillation in core	654
1556	Scintillation in core	654
1556	Scintillation in core	676
1556	Scintillation in core	675
1556	Scintillation in core	673
1556	Scintillation in core	673
1556	Scintillation in core	673
1556	Scintillation in core	739
1556	Scintillation in core	734
1556	Scintillation in core	743
1556	Scintillation in core	745
1556	Scintillation in core	773
1556	Scintillation in core	765
1556	Scintillation in core	914
1556	Scintillation in core	914
1556	Scintillation in core	914
1556	Scintillation in core	914
1556	Scintillation in core	897
1556	Scintillation in core	880
1556	Scintillation in core	866
