event ID: 17632	scintillation events:2104	Cerenkov events: 71
event ID: 17765	scintillation events:91	Cerenkov events: 0
event ID: 22593	scintillation events:47	Cerenkov events: 0
event ID: 34705	scintillation events:817	Cerenkov events: 14
event ID: 37171	scintillation events:40	Cerenkov events: 0
event ID: 48332	scintillation events:8660	Cerenkov events: 230
event ID: 99806	scintillation events:2318	Cerenkov events: 53
event ID: 110573	scintillation events:592	Cerenkov events: 23
event ID: 119526	scintillation events:58	Cerenkov events: 0
event ID: 119721	scintillation events:2079	Cerenkov events: 69
event ID: 125332	scintillation events:8876	Cerenkov events: 233
event ID: 125499	scintillation events:224	Cerenkov events: 0
event ID: 145971	scintillation events:2503	Cerenkov events: 81
event ID: 161372	scintillation events:82	Cerenkov events: 2
event ID: 180536	scintillation events:3208	Cerenkov events: 82
event ID: 215811	scintillation events:188	Cerenkov events: 0
event ID: 215885	scintillation events:963	Cerenkov events: 33
event ID: 222627	scintillation events:2443	Cerenkov events: 68
event ID: 231481	scintillation events:31	Cerenkov events: 0
event ID: 240663	scintillation events:4717	Cerenkov events: 118
event ID: 247781	scintillation events:9099	Cerenkov events: 170
event ID: 256406	scintillation events:107	Cerenkov events: 0
event ID: 269198	scintillation events:5163	Cerenkov events: 122
event ID: 269271	scintillation events:117	Cerenkov events: 9
event ID: 274190	scintillation events:2702	Cerenkov events: 56
event ID: 298410	scintillation events:159	Cerenkov events: 0
event ID: 301926	scintillation events:59	Cerenkov events: 0
event ID: 320814	scintillation events:2026	Cerenkov events: 51
event ID: 324101	scintillation events:101	Cerenkov events: 0
event ID: 330891	scintillation events:163	Cerenkov events: 6
event ID: 349092	scintillation events:32	Cerenkov events: 0
event ID: 349217	scintillation events:922	Cerenkov events: 22
event ID: 354701	scintillation events:614	Cerenkov events: 19
event ID: 358599	scintillation events:79	Cerenkov events: 0
event ID: 360886	scintillation events:637	Cerenkov events: 29
event ID: 361115	scintillation events:80	Cerenkov events: 0
event ID: 375285	scintillation events:2956	Cerenkov events: 62
event ID: 394329	scintillation events:200	Cerenkov events: 11
event ID: 401699	scintillation events:2873	Cerenkov events: 54
event ID: 422292	scintillation events:610	Cerenkov events: 7
event ID: 440403	scintillation events:1430	Cerenkov events: 49
event ID: 452044	scintillation events:3742	Cerenkov events: 87
event ID: 461307	scintillation events:5613	Cerenkov events: 121
event ID: 467393	scintillation events:1227	Cerenkov events: 38
event ID: 485622	scintillation events:640	Cerenkov events: 2
event ID: 496949	scintillation events:264	Cerenkov events: 0
event ID: 508680	scintillation events:3024	Cerenkov events: 59
event ID: 514027	scintillation events:4562	Cerenkov events: 113
event ID: 521479	scintillation events:2296	Cerenkov events: 53
event ID: 531865	scintillation events:43	Cerenkov events: 0
event ID: 545074	scintillation events:2004	Cerenkov events: 44
event ID: 563386	scintillation events:2813	Cerenkov events: 75
event ID: 567725	scintillation events:14	Cerenkov events: 1
event ID: 591683	scintillation events:3592	Cerenkov events: 82
event ID: 595432	scintillation events:2758	Cerenkov events: 99
event ID: 601505	scintillation events:3188	Cerenkov events: 76
event ID: 612146	scintillation events:1501	Cerenkov events: 47
event ID: 618652	scintillation events:610	Cerenkov events: 20
event ID: 625262	scintillation events:3582	Cerenkov events: 64
event ID: 629211	scintillation events:176	Cerenkov events: 5
event ID: 632068	scintillation events:1529	Cerenkov events: 47
event ID: 635126	scintillation events:37	Cerenkov events: 0
event ID: 646301	scintillation events:1729	Cerenkov events: 51
event ID: 685047	scintillation events:576	Cerenkov events: 27
event ID: 690394	scintillation events:2199	Cerenkov events: 48
event ID: 698784	scintillation events:6307	Cerenkov events: 161
event ID: 706094	scintillation events:3352	Cerenkov events: 97
event ID: 727850	scintillation events:4612	Cerenkov events: 112
event ID: 761783	scintillation events:134	Cerenkov events: 0
event ID: 761939	scintillation events:159	Cerenkov events: 0
event ID: 787930	scintillation events:2682	Cerenkov events: 78
event ID: 791656	scintillation events:1875	Cerenkov events: 54
event ID: 822560	scintillation events:3408	Cerenkov events: 81
event ID: 822664	scintillation events:2422	Cerenkov events: 64
event ID: 844822	scintillation events:4917	Cerenkov events: 104
event ID: 849547	scintillation events:1240	Cerenkov events: 19
event ID: 862269	scintillation events:1757	Cerenkov events: 57
event ID: 866021	scintillation events:2358	Cerenkov events: 68
event ID: 877072	scintillation events:3572	Cerenkov events: 124
event ID: 890329	scintillation events:21	Cerenkov events: 0
event ID: 909296	scintillation events:6792	Cerenkov events: 158
event ID: 923649	scintillation events:998	Cerenkov events: 41
event ID: 939335	scintillation events:2670	Cerenkov events: 73
event ID: 939399	scintillation events:6261	Cerenkov events: 143
event ID: 957556	scintillation events:2205	Cerenkov events: 32
event ID: 961311	scintillation events:5247	Cerenkov events: 120
event ID: 981067	scintillation events:2001	Cerenkov events: 40
event ID: 984840	scintillation events:1085	Cerenkov events: 31
event ID: 997950	scintillation events:402	Cerenkov events: 0
