event ID: 1763	scintillation events:2131	Cerenkov events: 40
event ID: 18159	scintillation events:568	Cerenkov events: 2
event ID: 58867	scintillation events:106	Cerenkov events: 0
event ID: 66451	scintillation events:127	Cerenkov events: 0
event ID: 79329	scintillation events:1232	Cerenkov events: 25
event ID: 106614	scintillation events:3836	Cerenkov events: 85
event ID: 121731	scintillation events:116	Cerenkov events: 0
event ID: 128002	scintillation events:691	Cerenkov events: 15
event ID: 131394	scintillation events:117	Cerenkov events: 0
event ID: 137770	scintillation events:225	Cerenkov events: 0
event ID: 140921	scintillation events:180	Cerenkov events: 0
event ID: 140933	scintillation events:1368	Cerenkov events: 35
event ID: 149723	scintillation events:1852	Cerenkov events: 35
event ID: 179628	scintillation events:5358	Cerenkov events: 109
event ID: 201707	scintillation events:104	Cerenkov events: 0
event ID: 229925	scintillation events:803	Cerenkov events: 34
event ID: 250200	scintillation events:5378	Cerenkov events: 94
event ID: 256977	scintillation events:787	Cerenkov events: 4
event ID: 270451	scintillation events:1146	Cerenkov events: 31
event ID: 277320	scintillation events:2560	Cerenkov events: 34
event ID: 287333	scintillation events:3966	Cerenkov events: 112
event ID: 300651	scintillation events:208	Cerenkov events: 0
event ID: 308779	scintillation events:539	Cerenkov events: 25
event ID: 317666	scintillation events:42	Cerenkov events: 0
event ID: 317889	scintillation events:2856	Cerenkov events: 67
event ID: 329083	scintillation events:1691	Cerenkov events: 41
event ID: 343257	scintillation events:2803	Cerenkov events: 66
event ID: 361468	scintillation events:4322	Cerenkov events: 165
event ID: 380957	scintillation events:2894	Cerenkov events: 59
event ID: 386268	scintillation events:462	Cerenkov events: 12
event ID: 423655	scintillation events:418	Cerenkov events: 13
event ID: 423847	scintillation events:125	Cerenkov events: 0
event ID: 431205	scintillation events:137	Cerenkov events: 0
event ID: 459479	scintillation events:76	Cerenkov events: 0
event ID: 479343	scintillation events:78	Cerenkov events: 0
event ID: 487183	scintillation events:600	Cerenkov events: 18
event ID: 491571	scintillation events:5736	Cerenkov events: 154
event ID: 514986	scintillation events:3061	Cerenkov events: 69
event ID: 515011	scintillation events:1664	Cerenkov events: 27
event ID: 518717	scintillation events:778	Cerenkov events: 22
event ID: 518733	scintillation events:17	Cerenkov events: 0
event ID: 544206	scintillation events:2337	Cerenkov events: 67
event ID: 550003	scintillation events:3458	Cerenkov events: 101
event ID: 559201	scintillation events:2394	Cerenkov events: 44
event ID: 566933	scintillation events:1629	Cerenkov events: 23
event ID: 576701	scintillation events:4860	Cerenkov events: 117
event ID: 597431	scintillation events:9	Cerenkov events: 0
event ID: 624296	scintillation events:3351	Cerenkov events: 54
event ID: 641357	scintillation events:1127	Cerenkov events: 25
event ID: 644327	scintillation events:1924	Cerenkov events: 32
event ID: 648013	scintillation events:208	Cerenkov events: 0
event ID: 723866	scintillation events:4708	Cerenkov events: 91
event ID: 735338	scintillation events:126	Cerenkov events: 0
event ID: 748618	scintillation events:3682	Cerenkov events: 62
event ID: 780377	scintillation events:82	Cerenkov events: 0
event ID: 784792	scintillation events:5971	Cerenkov events: 127
event ID: 794105	scintillation events:3534	Cerenkov events: 111
event ID: 799886	scintillation events:2914	Cerenkov events: 90
event ID: 807920	scintillation events:3825	Cerenkov events: 146
event ID: 814419	scintillation events:419	Cerenkov events: 6
event ID: 827073	scintillation events:195	Cerenkov events: 0
event ID: 827129	scintillation events:91	Cerenkov events: 0
event ID: 833224	scintillation events:39	Cerenkov events: 0
event ID: 838844	scintillation events:3017	Cerenkov events: 62
event ID: 847230	scintillation events:1919	Cerenkov events: 47
event ID: 863946	scintillation events:971	Cerenkov events: 44
event ID: 880197	scintillation events:59	Cerenkov events: 0
event ID: 886451	scintillation events:2390	Cerenkov events: 51
event ID: 895981	scintillation events:7	Cerenkov events: 2
event ID: 902654	scintillation events:412	Cerenkov events: 11
event ID: 911205	scintillation events:2749	Cerenkov events: 27
event ID: 922034	scintillation events:533	Cerenkov events: 0
event ID: 922123	scintillation events:2381	Cerenkov events: 61
event ID: 925662	scintillation events:420	Cerenkov events: 3
event ID: 942587	scintillation events:2287	Cerenkov events: 60
event ID: 958550	scintillation events:2906	Cerenkov events: 99
event ID: 963718	scintillation events:3662	Cerenkov events: 105
