event ID: 18139	scintillation events:3109	Cerenkov events: 83
event ID: 29542	scintillation events:146	Cerenkov events: 0
event ID: 30836	scintillation events:1406	Cerenkov events: 39
event ID: 53272	scintillation events:497	Cerenkov events: 1
event ID: 59535	scintillation events:3323	Cerenkov events: 81
event ID: 59547	scintillation events:143	Cerenkov events: 0
event ID: 78213	scintillation events:502	Cerenkov events: 12
event ID: 96160	scintillation events:1534	Cerenkov events: 46
event ID: 99806	scintillation events:2668	Cerenkov events: 54
event ID: 112271	scintillation events:5297	Cerenkov events: 88
event ID: 121731	scintillation events:2440	Cerenkov events: 37
event ID: 148308	scintillation events:2500	Cerenkov events: 40
event ID: 148335	scintillation events:24	Cerenkov events: 0
event ID: 163154	scintillation events:2937	Cerenkov events: 99
event ID: 171350	scintillation events:295	Cerenkov events: 0
event ID: 173201	scintillation events:2908	Cerenkov events: 45
event ID: 200786	scintillation events:2426	Cerenkov events: 67
event ID: 213921	scintillation events:1244	Cerenkov events: 26
event ID: 228367	scintillation events:3966	Cerenkov events: 91
event ID: 254949	scintillation events:150	Cerenkov events: 0
event ID: 274190	scintillation events:7158	Cerenkov events: 165
event ID: 282289	scintillation events:701	Cerenkov events: 24
event ID: 296901	scintillation events:709	Cerenkov events: 0
event ID: 301926	scintillation events:4208	Cerenkov events: 81
event ID: 320814	scintillation events:2186	Cerenkov events: 62
event ID: 324101	scintillation events:116	Cerenkov events: 0
event ID: 338789	scintillation events:2506	Cerenkov events: 59
event ID: 366540	scintillation events:4905	Cerenkov events: 125
event ID: 384930	scintillation events:63	Cerenkov events: 0
event ID: 387684	scintillation events:2340	Cerenkov events: 71
event ID: 398892	scintillation events:150	Cerenkov events: 3
event ID: 402578	scintillation events:111	Cerenkov events: 0
event ID: 407748	scintillation events:69	Cerenkov events: 0
event ID: 410661	scintillation events:2855	Cerenkov events: 90
event ID: 431205	scintillation events:136	Cerenkov events: 0
event ID: 433239	scintillation events:1297	Cerenkov events: 43
event ID: 445347	scintillation events:1589	Cerenkov events: 44
event ID: 456085	scintillation events:71	Cerenkov events: 0
event ID: 466968	scintillation events:1319	Cerenkov events: 60
event ID: 476027	scintillation events:1512	Cerenkov events: 37
