3374	8.24665	1
23746	7.55241	1
42602	6.88977	1
46319	7.40931	1
46350	7.95609	1
72827	4.8382	1
91386	7.90582	1
97374	3.67297	1
97374	0.958124	1
102725	5.14432	1
126417	2.94568	1
143164	1.9518	1
146894	7.57329	1
150357	7.79695	1
153882	8.1509	1
165624	6.78178	1
165725	4.71595	1
169209	7.78022	1
172318	7.76023	1
172462	7.81222	1
172470	6.80125	1
203272	0.316832	1
203272	0.203109	1
253063	7.69992	1
269307	6.72667	1
283353	4.43714	1
292122	6.14305	1
295913	5.1408	1
298427	8.13542	1
305285	6.87292	1
305543	7.60676	1
310275	8.05263	1
322487	3.61385	1
360322	7.60729	1
368693	8.15742	1
375765	1.6347	1
386650	4.70599	1
434304	3.61152	1
434531	4.04382	1
444124	1.26769	1
444290	5.54586	1
459775	5.73405	1
515434	2.3608	1
526187	7.77355	1
548445	3.55699	1
552211	8.15075	1
564555	5.65436	1
604611	7.95585	1
609719	7.43791	1
609744	7.34327	1
618163	7.54758	1
639390	7.55261	1
639502	6.32089	1
639567	3.09412	1
645019	7.95459	1
658106	3.64854	1
667948	6.91129	1
670095	7.38444	1
699460	7.85793	1
719671	8.10197	1
750802	7.65593	1
767777	7.63739	1
785076	5.68697	1
787984	0.60576	1
791532	1.85608	1
791532	0.197024	1
853111	6.3557	1
866537	4.01864	1
891078	3.93928	1
920042	6.73325	1
926195	6.04328	1
932873	5.00001	1
935713	7.8106	1
946715	5.78436	1
966065	8.08718	1
966208	7.04389	1
978457	2.56029	1
996318	3.29818	1
