4920	9.01299	1
14855	9.04271	1
34121	9.05718	1
38152	8.81564	1
59366	9.18675	1
65665	5.03662	1
77011	8.78795	1
81304	8.44224	1
108561	8.70379	1
119761	8.25966	1
123179	8.51611	1
136112	4.87486	1
144178	7.72104	1
149706	1.36003	1
157145	8.66165	1
167624	8.69314	1
185649	6.54633	1
188158	3.78478	1
188342	8.91405	1
192627	7.45411	1
218898	6.16552	1
266696	5.35898	1
269570	7.78087	1
272277	7.03462	1
294532	3.23402	1
306876	8.85248	1
307004	2.13347	1
312494	1.84227	1
329449	5.79474	1
333934	8.93295	1
342169	8.28029	1
348404	8.98371	1
382808	8.77849	1
391574	1.94645	1
397188	8.14225	1
402559	8.48437	1
405948	8.80018	1
413783	9.00379	1
426283	8.98762	1
463271	9.01257	1
468029	8.69078	1
471983	7.40634	1
479595	8.18024	1
484209	2.4007	1
506207	8.9655	1
510829	3.06144	1
510861	8.54144	1
510910	8.79683	1
518065	8.67426	1
524747	7.21619	1
524970	8.8836	1
531953	8.87937	1
537036	7.29324	1
541970	3.07071	1
544477	7.15234	1
544558	8.75719	1
550549	9.08542	1
567196	8.85398	1
597897	3.28783	1
619681	8.02583	1
640776	3.16195	1
643728	8.73837	1
647432	8.81886	1
647623	8.95365	1
655393	9.05796	1
655484	8.99656	1
659402	8.60187	1
659407	8.5432	1
672558	4.00955	1
672731	1.32111	1
683736	6.91103	1
690086	8.74792	1
694649	8.61538	1
710196	3.20313	1
713048	9.04912	1
739964	8.12941	1
739981	8.92953	1
747963	4.5609	1
762287	4.90742	1
765595	9.10726	1
768111	6.80899	1
779191	8.32354	1
783493	8.91961	1
788164	9.07407	1
818727	8.99541	1
828410	7.87668	1
835824	9.04719	1
841363	2.63193	1
859410	6.79558	1
863543	8.66985	1
867083	0.863538	1
884176	8.85608	1
893291	3.85873	1
907294	7.7363	1
911167	9.10243	1
921042	6.26937	1
937336	6.02687	1
940482	7.37287	1
955153	8.93003	1
957198	9.01352	1
978668	9.06882	1
986083	8.98025	1
992612	6.73757	1
992640	5.41755	1
