Incoming Energy	9401	1.63772	1	CoupledTransportation
Incoming Energy	54926	1.72866	1	CoupledTransportation
Incoming Energy	70112	0.622425	1	CoupledTransportation
Incoming Energy	176171	1.96027	1	CoupledTransportation
Incoming Energy	197647	2.21946	1	CoupledTransportation
Incoming Energy	212867	1.37334	1	CoupledTransportation
Incoming Energy	351575	1.05083	1	CoupledTransportation
Incoming Energy	446522	1.7613	1	CoupledTransportation
Incoming Energy	470707	1.80519	1	CoupledTransportation
Incoming Energy	689943	1.12452	1	CoupledTransportation
Incoming Energy	692831	1.94075	1	CoupledTransportation
Incoming Energy	786755	2.9913	1	CoupledTransportation
Incoming Energy	870146	0.561005	1	CoupledTransportation
Incoming Energy	870165	0.700004	1	CoupledTransportation
Incoming Energy	915381	2.75551	1	CoupledTransportation
Incoming Energy	955560	1.96668	1	CoupledTransportation
