# mesh name: boxMesh_1
# primitive scorer name: dose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
1,18,32,2.13055091584116e-07,6.571696385267925e-16,150
1,18,33,4.973825460075043e-08,1.170669059283873e-16,29
1,18,34,1.316695997644007e-08,1.673352501090848e-17,13
1,18,35,1.945868729713389e-08,4.336969389532251e-17,15
1,18,36,1.474049205527498e-08,2.739419565321417e-17,14
1,18,37,2.10469847982067e-08,5.01347180827517e-17,16
1,18,38,2.181716439854898e-08,9.537365703496627e-17,12
1,18,39,1.334613454946729e-08,2.154614916528573e-17,13
1,19,0,8.484014836958095e-09,1.464593706474007e-17,8
1,19,1,1.459095947924587e-08,4.226737048595325e-17,10
1,19,2,6.865110342046561e-09,9.302665693964242e-18,7
1,19,3,1.008168427284399e-08,1.555668727899539e-17,8
1,19,4,1.177555856122605e-08,2.173629219898586e-17,9
1,19,5,1.169257663814805e-08,2.682369338207624e-17,8
1,19,6,3.486077381017762e-08,7.005403079970497e-17,26
1,19,7,2.951001497840259e-07,1.77103532018252e-15,156
1,19,8,3.166729143430274e-07,1.795440017430156e-15,226
1,19,9,3.412797007288579e-07,3.407493187002905e-15,230
1,19,10,3.496246899270525e-07,1.276274034418324e-15,219
1,19,11,3.730731127895878e-07,1.422066587327191e-15,260
1,19,12,3.367783507932675e-07,1.347331939108013e-15,236
1,19,13,4.219451157988266e-07,5.001883048617786e-15,239
1,19,14,4.289230855191863e-07,2.423480924697951e-15,258
1,19,15,4.032263563775932e-07,2.270196869991305e-15,263
1,19,16,4.745440861166153e-07,3.325637872490953e-15,265
1,19,17,3.995256494197041e-07,3.308873475803708e-15,233
1,19,18,3.577173319864636e-07,1.738761718481476e-15,236
1,19,19,3.196967134388698e-07,1.714887299900724e-15,227
1,19,20,3.738175126292727e-07,1.798580312274724e-15,227
1,19,21,4.259891114492411e-07,2.6288369854198e-15,253
1,19,22,4.3690356979303e-07,1.662199754134804e-15,299
1,19,23,3.951513458785219e-07,3.266700239536325e-15,252
1,19,24,4.398704463189587e-07,2.754105416588927e-15,251
1,19,25,4.06821876204717e-07,2.297757222679412e-15,258
1,19,26,4.063210290062683e-07,1.795268456153876e-15,274
1,19,27,3.603067391575705e-07,1.923919997528808e-15,248
1,19,28,3.506768278208686e-07,1.671561491242633e-15,229
1,19,29,3.631610514045653e-07,1.352897859534199e-15,227
1,19,30,4.251023672449806e-07,5.308355109803372e-15,224
1,19,31,3.268851573193829e-07,1.315195896624939e-15,227
1,19,32,2.387206424856042e-07,6.51304790231078e-16,158
1,19,33,3.645448704116919e-08,7.167846436173069e-17,26
1,19,34,1.410855537720271e-08,2.049328872067319e-17,16
1,19,35,1.640812464186095e-08,2.777943570380734e-17,16
1,19,36,2.556909201534978e-08,7.16617082164518e-17,17
1,19,37,4.820273366006362e-08,1.20130987511103e-15,13
1,19,38,1.299015648572505e-08,1.988740644868375e-17,13
1,19,39,1.613635490898788e-08,4.026532202321558e-17,12
1,20,0,1.690866212180732e-08,5.067392073715373e-17,12
1,20,1,1.534573072970165e-08,2.383993933685595e-17,14
1,20,2,8.152431522054921e-09,7.440970961248556e-18,11
1,20,3,3.839101933703207e-08,4.866675542489038e-16,12
1,20,4,1.396185986062543e-08,3.199151654405288e-17,13
1,20,5,1.304988790664959e-08,4.002072830444897e-17,11
1,20,6,4.165638182635105e-08,1.092288484631335e-16,26
1,20,7,2.334365583400686e-07,6.268787677707742e-16,171
1,20,8,4.201341177763835e-07,5.904276774666708e-15,224
1,20,9,3.716428891438295e-07,2.839509232320525e-15,226
1,20,10,4.121851800216074e-07,3.198056537734736e-15,243
1,20,11,3.311758833667794e-07,1.306466844182432e-15,248
1,20,12,3.010644550972043e-07,9.277157492742146e-16,230
1,20,13,5.059047765925973e-07,8.189598333217023e-15,257
1,20,14,3.60984795839482e-07,1.41845647644332e-15,247
1,20,15,4.417131995761706e-07,3.611985192598184e-15,261
1,20,16,3.245856697860873e-07,1.141078537083264e-15,224
1,20,17,4.641385141094288e-07,5.459021102312273e-15,245
1,20,18,4.005662359355957e-07,1.563468222180848e-15,263
1,20,19,4.418018965526432e-07,3.011024310951495e-15,269
1,20,20,3.848793866664108e-07,1.366710463535548e-15,268
1,20,21,3.571577803199091e-07,1.668371850700005e-15,260
1,20,22,4.703664381867882e-07,2.959888789592035e-15,261
1,20,23,4.069998939304242e-07,1.643889103643021e-15,263
1,20,24,4.55480486337021e-07,3.692909873901653e-15,254
1,20,25,3.447486633700959e-07,1.694007304448328e-15,231
1,20,26,4.508684553936737e-07,5.31875914924727e-15,242
1,20,27,3.73702377817132e-07,1.664687394455543e-15,249
1,20,28,4.33797565039841e-07,5.003429362618378e-15,224
1,20,29,3.575703232976369e-07,1.192345544947434e-15,240
1,20,30,5.540902851817475e-07,1.218104686855919e-14,248
1,20,31,3.287045912320025e-07,1.318162210737788e-15,215
1,20,32,3.26801209622033e-07,1.942371314436866e-15,195
1,20,33,4.083653830906509e-08,8.354647452310191e-17,24
1,20,34,1.2487736433184e-08,3.165264901836273e-17,14
1,20,35,1.301392024225871e-08,2.511991299285055e-17,11
1,20,36,2.220309234838604e-08,7.890293606355964e-17,16
1,20,37,6.063372931257336e-09,7.166962617936506e-18,9
1,20,38,1.027037798057608e-08,2.697803919020902e-17,7
1,20,39,8.684382908179959e-09,3.98295435621729e-17,4
1,21,0,2.126726666588827e-08,7.946264267080782e-17,11
1,21,1,4.194766257635539e-08,3.191399383881594e-16,18
1,21,2,2.929277108012542e-08,2.700040550946263e-16,11
1,21,3,1.951566298427837e-08,5.62145949317949e-17,15
1,21,4,2.042190972720862e-08,5.803093268657746e-17,14
1,21,5,2.415214089087489e-08,7.415046785087592e-17,12
1,21,6,3.086975980148147e-08,5.876395423543583e-17,25
1,21,7,2.654632227248756e-07,1.288639092947561e-15,154
1,21,8,3.603714868644474e-07,1.986434970096521e-15,243
1,21,9,3.906929578648584e-07,2.896478497918738e-15,245
1,21,10,3.241456314614579e-07,1.311240883251847e-15,224
1,21,11,5.526690825196053e-07,6.774706833113307e-15,278
1,21,12,4.614772832683769e-07,7.271960168114579e-15,248
1,21,13,4.995541757969143e-07,5.279402987264981e-15,268
1,21,14,4.362708894221096e-07,4.10300727268122e-15,228
1,21,15,4.133750940178558e-07,2.872156462899825e-15,241
1,21,16,4.097990488514042e-07,3.352737357102064e-15,263
1,21,17,3.749612627992493e-07,1.726617743015627e-15,241
1,21,18,3.466311640359252e-07,1.968234906634752e-15,239
1,21,19,3.035019379391763e-07,9.121275142964019e-16,235
1,21,20,4.783331288568898e-07,5.634592562584913e-15,262
1,21,21,4.260937806845355e-07,2.242415191969416e-15,283
1,21,22,5.758232058861611e-07,9.369151953808286e-15,253
1,21,23,3.938500327846566e-07,1.716156687238661e-15,245
1,21,24,5.146500083293345e-07,5.501925151107274e-15,275
1,21,25,4.312154530215559e-07,3.707303220493844e-15,257
1,21,26,3.984972696682478e-07,1.816206483471617e-15,261
1,21,27,3.710696030869686e-07,2.346629735788057e-15,240
1,21,28,3.600507915316546e-07,1.334979743743707e-15,228
1,21,29,2.954715765357154e-07,8.873032884150685e-16,237
1,21,30,4.437347858591405e-07,5.622244231554507e-15,249
1,21,31,3.968999323833215e-07,3.833094991927894e-15,217
1,21,32,2.452271383186696e-07,8.12524930257512e-16,157
1,21,33,3.210926680983802e-08,6.716038311905226e-17,22
1,21,34,1.572373858826663e-08,3.804218464981929e-17,17
1,21,35,2.114550627090825e-08,6.803648002637427e-17,16
1,21,36,2.235844600899387e-08,7.776840068651837e-17,11
1,21,37,6.962056555929328e-09,5.772532346858072e-18,12
1,21,38,1.100716962633165e-08,1.896092902878869e-17,13
1,21,39,2.232011875619394e-08,7.437998435934257e-17,18
1,22,0,1.081386720687089e-08,1.976007903937428e-17,10
1,22,1,4.683925751496605e-08,1.012713587438262e-15,19
1,22,2,1.269194500446037e-08,4.85290196528994e-17,10
1,22,3,9.370210114446097e-09,1.342852772503863e-17,10
1,22,4,1.319719695292775e-08,1.921010353505011e-17,13
1,22,5,3.454320708846665e-08,1.259411239384139e-16,20
1,22,6,4.932963742546751e-08,4.61568150798935e-16,21
1,22,7,2.487916035735565e-07,6.135104961444023e-16,156
1,22,8,2.964084444251747e-07,1.512279355693136e-15,230
1,22,9,4.52209772503566e-07,5.230126432141472e-15,249
1,22,10,4.271527179090618e-07,4.427940944261384e-15,242
1,22,11,4.288314805405947e-07,3.635772657359559e-15,237
1,22,12,4.492107688209594e-07,4.508868649645149e-15,256
1,22,13,5.399870503307864e-07,8.270644450670877e-15,245
1,22,14,3.119729019917857e-07,1.122433095236538e-15,225
1,22,15,5.031739267006018e-07,4.242756982881766e-15,259
1,22,16,3.825553711597938e-07,3.028504921884406e-15,254
1,22,17,3.100468793248896e-07,1.314672564811523e-15,231
1,22,18,3.838567688851416e-07,2.183231806827739e-15,231
1,22,19,3.65698111945228e-07,1.832262116012535e-15,222
1,22,20,4.255585259886248e-07,2.766091008106846e-15,256
1,22,21,4.183131434668097e-07,2.134054505650211e-15,275
1,22,22,4.297164290493857e-07,2.364955775086818e-15,261
1,22,23,3.495279013057081e-07,1.309935731083316e-15,253
1,22,24,4.3229839382413e-07,2.312026258636467e-15,277
1,22,25,3.810185610057092e-07,1.673891538841549e-15,250
1,22,26,4.19050288655373e-07,3.524599436146174e-15,255
1,22,27,4.002341516215227e-07,2.362551349303156e-15,249
1,22,28,3.58527641129222e-07,1.737740567729667e-15,254
1,22,29,3.84228009692716e-07,1.678419900755258e-15,242
1,22,30,4.416627486551054e-07,3.411235566594027e-15,260
1,22,31,3.85365633167997e-07,1.591197215256912e-15,257
1,22,32,2.815686799070082e-07,1.56713062610502e-15,136
1,22,33,3.087610867974754e-08,8.729716123628085e-17,19
1,22,34,8.579528124384351e-09,8.844791701965295e-18,12
1,22,35,2.190218681186229e-08,5.929530178895847e-17,14
1,22,36,1.092306187563382e-08,1.718756894836538e-17,12
1,22,37,1.439473496283966e-08,2.86158346588871e-17,16
1,22,38,1.020066030877834e-08,5.160142106548527e-17,7
1,22,39,8.179297229383307e-09,1.087214200363163e-17,12
1,23,0,2.696544444045359e-08,2.165897653643786e-16,10
1,23,1,9.938580236219459e-09,2.118938887027481e-17,8
1,23,2,7.865828699624408e-09,8.236586311769395e-18,10
1,23,3,1.43830369981275e-08,4.844544852923198e-17,13
1,23,4,9.599370736049657e-09,1.400070952322406e-17,11
1,23,5,2.829858290642236e-08,1.052050759690239e-16,15
1,23,6,3.95518281373292e-08,3.023875342579138e-16,21
1,23,7,1.448619886786556e-07,2.79149403587087e-16,93
1,23,8,2.865285303576037e-07,9.543189495030104e-16,222
1,23,9,3.770059968270423e-07,1.707314152462004e-15,258
1,23,10,3.762993559931273e-07,1.732931518352936e-15,263
1,23,11,3.957534617477649e-07,2.32156349968261e-15,232
1,23,12,3.994972926949649e-07,1.833658683990454e-15,250
1,23,13,4.260431607590783e-07,4.586709526132006e-15,236
1,23,14,3.790324289323395e-07,1.316047034372428e-15,267
1,23,15,4.892020704491508e-07,4.419256475601336e-15,272
1,23,16,4.298000479501246e-07,2.852421142389493e-15,259
1,23,17,4.729256397919279e-07,3.679109192634205e-15,269
1,23,18,4.249388008383433e-07,2.346688397580971e-15,286
1,23,19,3.017004995777016e-07,8.60364771770035e-16,230
1,23,20,3.213162264044348e-07,1.64129423278454e-15,222
1,23,21,3.779432443662953e-07,3.539486343945316e-15,231
1,23,22,3.932299987232235e-07,1.449194096144134e-15,260
1,23,23,3.910514801042454e-07,3.088229734145296e-15,238
1,23,24,4.10124801930442e-07,2.157986217571483e-15,245
1,23,25,4.134508404168818e-07,4.221270933921962e-15,272
1,23,26,4.206559406808817e-07,2.491391990058669e-15,253
1,23,27,3.897242115892632e-07,3.185983546613067e-15,219
1,23,28,3.799937167297124e-07,1.634336935540937e-15,249
1,23,29,3.729056227814129e-07,1.797079096357395e-15,240
1,23,30,3.261845070778363e-07,1.899167054031095e-15,220
1,23,31,3.368363025022952e-07,1.002483253539759e-15,256
1,23,32,1.111998021027342e-07,2.535857289830824e-16,73
1,23,33,3.314225588619303e-08,1.177433351747398e-16,20
1,23,34,5.230820565139276e-09,6.917640577734994e-18,7
1,23,35,1.495847023371508e-08,2.982993080179605e-17,14
1,23,36,2.129317671226924e-08,1.528692045803935e-16,12
1,23,37,1.940915172181293e-08,4.702988647899426e-17,13
1,23,38,2.292373391532374e-08,8.859854147919559e-17,17
1,23,39,3.231115894352805e-08,4.470336883113276e-16,12
1,24,0,1.327271951139586e-08,2.062635646427512e-17,13
1,24,1,1.7496073460139e-08,8.821799117880783e-17,15
1,24,2,2.141894842261168e-08,7.383260673745983e-17,14
1,24,3,3.107741280802787e-08,1.330890758682127e-16,19
1,24,4,2.543468081316153e-08,1.075428678140742e-16,19
1,24,5,2.948864904273034e-08,1.167261402252462e-16,17
1,24,6,1.900028236405102e-08,3.189507523626092e-17,16
1,24,7,4.945302169556611e-08,1.212406944865307e-16,34
1,24,8,3.64753005233224e-07,1.264356033026589e-15,237
1,24,9,3.672062850271398e-07,3.197228164897011e-15,214
1,24,10,2.995895013730747e-07,1.075488299366609e-15,225
1,24,11,3.556729736438898e-07,2.522434493327763e-15,244
1,24,12,4.179019498951365e-07,2.552678545678153e-15,253
1,24,13,3.462735447339191e-07,1.474768141357445e-15,248
1,24,14,3.260357256959052e-07,1.082820965384987e-15,239
1,24,15,4.004758573037135e-07,1.612715327361039e-15,268
1,24,16,4.371726332074245e-07,4.753974587280044e-15,248
1,24,17,4.440939378432968e-07,3.903994059821389e-15,260
1,24,18,4.868233736242134e-07,3.801382713470555e-15,290
1,24,19,4.071151567084185e-07,1.704369295961813e-15,272
1,24,20,3.731475317408462e-07,1.482698976450752e-15,253
1,24,21,3.182134897797668e-07,1.580891586526214e-15,242
1,24,22,4.318410849707166e-07,2.503921183198533e-15,261
1,24,23,3.0786175639777e-07,9.520900806729909e-16,238
1,24,24,3.993589352838702e-07,1.461809451551058e-15,257
1,24,25,3.602009025024229e-07,1.135929845202051e-15,266
1,24,26,4.132147408853118e-07,2.023516456138806e-15,278
1,24,27,3.163309564351678e-07,9.558168437964264e-16,238
1,24,28,4.226958131563151e-07,5.404752471627634e-15,248
1,24,29,3.721818990621828e-07,3.302871968707834e-15,226
1,24,30,4.011246984666031e-07,2.229151830441443e-15,262
1,24,31,3.38743814307867e-07,2.290230027568632e-15,205
1,24,32,7.924631232905095e-08,1.767711271581991e-16,48
1,24,33,1.732216933495686e-08,2.270238142980735e-17,18
1,24,34,2.396718080396644e-08,9.890616474515754e-17,15
1,24,35,4.440910766298268e-08,2.855978955265419e-16,18
1,24,36,1.904619927630678e-08,8.325506851823551e-17,14
1,24,37,2.479247236098152e-08,1.047035572504044e-16,11
1,24,38,1.094262038996425e-08,1.787313509230503e-17,12
1,24,39,1.171951754472038e-08,1.727862096656995e-17,11
1,25,0,2.677502486470313e-08,1.22058787519944e-16,16
1,25,1,2.866495488903038e-08,6.957662730460933e-17,21
1,25,2,2.483353217752121e-08,9.38763884019704e-17,16
1,25,3,1.822563163801476e-08,7.818985833714263e-17,10
1,25,4,1.407612690365413e-08,4.139243388987254e-17,13
1,25,5,2.342199149275066e-08,1.149254456379779e-16,11
1,25,6,3.171349075169755e-08,2.074275434009401e-16,19
1,25,7,2.389140296451755e-08,4.364384904896836e-17,18
1,25,8,2.021920035457037e-07,4.494981793857263e-16,133
1,25,9,2.974109958324924e-07,9.908884279089661e-16,233
1,25,10,2.731219290825111e-07,7.395653232952194e-16,243
1,25,11,3.139287929589216e-07,8.335537321836157e-16,238
1,25,12,4.32205538632912e-07,3.432260736754214e-15,237
1,25,13,3.915473639051503e-07,2.136377863582446e-15,235
1,25,14,3.562906512294963e-07,2.201770844704855e-15,237
1,25,15,3.810348187872033e-07,1.277862567237422e-15,271
1,25,16,4.468137655169635e-07,2.577475266574072e-15,262
1,25,17,4.021474240213941e-07,2.107266171766855e-15,250
1,25,18,5.085650706840128e-07,2.967139982304389e-15,288
1,25,19,4.216445014414348e-07,2.546178042506024e-15,267
1,25,20,5.311842015414122e-07,5.829431237705385e-15,275
1,25,21,3.246987974080572e-07,1.350187010047329e-15,249
1,25,22,4.259321544985178e-07,3.647422743058227e-15,261
1,25,23,3.533240372573843e-07,1.265514788623996e-15,247
1,25,24,4.199980978490671e-07,5.488983274214189e-15,235
1,25,25,4.04114055849273e-07,3.748171395356074e-15,256
1,25,26,4.011074721178332e-07,2.486230300311544e-15,259
1,25,27,3.437252944593966e-07,1.390771880457191e-15,224
1,25,28,3.263905045614818e-07,1.101094587809456e-15,234
1,25,29,3.189227481522169e-07,1.194391126997884e-15,232
1,25,30,5.369417075886781e-07,7.447247493808826e-15,261
1,25,31,1.892452870254932e-07,5.186635290104274e-16,118
1,25,32,3.736158112872653e-08,1.006020854897795e-16,24
1,25,33,1.20855589146039e-08,1.47065088630769e-17,13
1,25,34,2.455436026674771e-08,7.41092589266229e-17,20
1,25,35,1.876928031036884e-08,5.044680847469726e-17,13
1,25,36,1.319352599499249e-08,4.073455850254901e-17,12
1,25,37,1.10490962673935e-08,1.924098460472152e-17,9
1,25,38,9.137962108358015e-09,1.387097978052177e-17,9
1,25,39,3.296646640654625e-08,4.797417832810207e-16,13
1,26,0,2.29077258583993e-08,2.129894690457275e-16,7
1,26,1,1.081496848733844e-08,1.912054754837515e-17,12
1,26,2,1.439336891675196e-08,2.995875716037386e-17,14
1,26,3,1.753641783498936e-08,3.996071586727845e-17,13
1,26,4,2.311358319127272e-08,9.503623466964317e-17,15
1,26,5,1.058330670995753e-08,1.365638400374991e-17,17
1,26,6,3.030599409733772e-08,2.034903447145552e-16,13
1,26,7,2.294360862545891e-08,5.305856324863994e-17,18
1,26,8,9.446297719828161e-08,2.306365420697785e-16,57
1,26,9,3.097630303450858e-07,1.262440806313088e-15,201
1,26,10,2.705555511358987e-07,7.367847335285331e-16,223
1,26,11,4.190630306862193e-07,2.206927606934336e-15,251
1,26,12,4.386440499444403e-07,7.99159680470351e-15,219
1,26,13,3.030927194182829e-07,1.079452851644173e-15,232
1,26,14,4.333010866496905e-07,3.596653888714789e-15,266
1,26,15,4.371447710511138e-07,2.805225898444071e-15,246
1,26,16,3.747971702144922e-07,1.33742240702438e-15,243
1,26,17,3.439591007498787e-07,1.68555250803365e-15,223
1,26,18,3.399492962553473e-07,1.11396956774242e-15,236
1,26,19,3.65254472397037e-07,1.76555026183551e-15,245
1,26,20,4.320019617675286e-07,3.144228824473104e-15,250
1,26,21,4.111458782531306e-07,2.08803463311449e-15,255
1,26,22,3.833147784020406e-07,3.187480404901858e-15,268
1,26,23,4.090366635186496e-07,4.204656151939375e-15,250
1,26,24,4.536946577554248e-07,2.446482616567688e-15,244
1,26,25,4.319903610151599e-07,3.445541185993214e-15,247
1,26,26,4.718637014506625e-07,3.132715357888603e-15,277
1,26,27,3.190342699410272e-07,1.144404736783512e-15,239
1,26,28,4.716612007333173e-07,3.745607974021691e-15,237
1,26,29,3.534633244353664e-07,1.815579730977584e-15,227
1,26,30,3.089671566881775e-07,8.45114488830581e-16,208
1,26,31,7.573285332747645e-08,1.939090604723629e-16,39
1,26,32,4.314130461087167e-08,2.860251791630895e-16,18
1,26,33,1.864037392690368e-08,4.104964802792909e-17,17
