# mesh name: boxMesh_1
# primitive scorer name: dose
# iX, iY, iZ, total(value) [Gy], total(val^2), entry
181,0,0,2.948119645626546e-08,1.186120838610236e-16,18
182,0,0,4.561755201835534e-08,1.511799680603763e-16,23
183,0,0,3.501793534804813e-08,2.087487515507602e-16,12
184,0,0,4.150960104661991e-08,2.293643944816434e-16,16
185,0,0,4.289526926712471e-08,1.886723679645528e-16,22
186,0,0,1.798166033763284e-08,6.827429226780091e-17,16
187,0,0,2.086301158027675e-08,1.039316693173794e-16,12
188,0,0,2.770692002146619e-08,1.100423385610522e-16,21
189,0,0,1.963156136964007e-08,5.834445314762618e-17,18
190,0,0,1.66596357291886e-08,6.854004201458411e-17,15
191,0,0,2.379222007009711e-08,1.299575871449097e-16,12
192,0,0,2.020050876632169e-08,9.66240948538513e-17,10
193,0,0,2.953511021944362e-08,1.27866973517004e-16,12
194,0,0,4.436501423747928e-08,2.074654986538846e-16,18
195,0,0,2.341109602044612e-08,7.830006510563751e-17,13
196,0,0,2.265065202210589e-08,8.157704987436874e-17,11
197,0,0,1.888913227758374e-08,1.301323867525666e-16,10
198,0,0,1.947421615975969e-08,8.51943538997063e-17,10
199,0,0,1.083107052120995e-08,3.143095524941927e-17,9
