3766	5.64222	1
3792	5.32222	1
35538	5.5282	1
48051	6.37899	1
48080	6.53348	1
55113	6.89563	1
63734	3.62589	1
77248	6.83006	1
82438	6.88413	1
100689	3.85058	1
116135	2.2665	1
135823	4.62139	1
141370	5.9375	1
143905	4.80724	1
143943	4.78301	1
146546	2.73557	1
178166	4.01003	1
206160	4.6169	1
208037	5.81847	1
220428	5.4911	1
230350	7.0001	1
232478	4.80147	1
239224	6.11488	1
239272	4.4849	1
239279	5.57455	1
275256	1.71788	1
275377	6.34144	1
312872	5.94787	1
315545	0.963432	1
315545	0.779328	1
318885	3.26509	1
365155	4.1659	1
372386	4.24152	1
396204	6.68157	1
396257	4.4994	1
403960	5.18258	1
421770	6.52094	1
449977	6.58885	1
475778	6.63119	1
487769	6.90841	1
498169	7.21245	1
