Incoming Energy	5991	3.14301	1	CoupledTransportation
Incoming Energy	13682	1.83873	1	CoupledTransportation
Incoming Energy	22873	4.33119	1	CoupledTransportation
Incoming Energy	22938	2.90365	1	CoupledTransportation
Incoming Energy	29600	3.06696	1	CoupledTransportation
Incoming Energy	58634	2.64081	1	CoupledTransportation
Incoming Energy	72392	0.968965	1	CoupledTransportation
Incoming Energy	79292	5.17474	1	CoupledTransportation
Incoming Energy	97109	4.90518	1	CoupledTransportation
Incoming Energy	107907	1.35796	1	CoupledTransportation
Incoming Energy	116461	2.59864	1	CoupledTransportation
Incoming Energy	127470	1.1279	1	CoupledTransportation
Incoming Energy	165075	0.608685	1	CoupledTransportation
Incoming Energy	165232	3.15135	1	CoupledTransportation
Incoming Energy	174996	0.560707	1	CoupledTransportation
Incoming Energy	216795	3.78689	1	CoupledTransportation
Incoming Energy	255890	3.30809	1	CoupledTransportation
Incoming Energy	295261	2.95739	1	CoupledTransportation
Incoming Energy	301748	5.43962	1	CoupledTransportation
Incoming Energy	315041	4.08237	1	CoupledTransportation
Incoming Energy	417885	3.93498	1	CoupledTransportation
Incoming Energy	423510	3.22534	1	CoupledTransportation
Incoming Energy	423566	4.01314	1	CoupledTransportation
Incoming Energy	430829	3.37228	1	CoupledTransportation
Incoming Energy	459616	3.16561	1	CoupledTransportation
Incoming Energy	466431	4.19682	1	CoupledTransportation
Incoming Energy	475722	4.63079	1	CoupledTransportation
