Incoming Energy	2365	4.90749	1	CoupledTransportation
Incoming Energy	2407	3.76777	1	CoupledTransportation
Incoming Energy	8564	0.842997	1	CoupledTransportation
Incoming Energy	14270	4.06094	1	CoupledTransportation
Incoming Energy	26028	1.25916	1	CoupledTransportation
Incoming Energy	31068	4.74211	1	CoupledTransportation
Incoming Energy	31092	3.53484	1	CoupledTransportation
Incoming Energy	58005	0.808441	1	CoupledTransportation
Incoming Energy	61213	3.94504	1	CoupledTransportation
Incoming Energy	61213	2.38989	1	CoupledTransportation
Incoming Energy	75982	2.27545	1	CoupledTransportation
Incoming Energy	81501	4.40846	1	CoupledTransportation
Incoming Energy	83814	3.35566	1	CoupledTransportation
Incoming Energy	107638	3.98202	1	CoupledTransportation
Incoming Energy	131972	3.1302	1	CoupledTransportation
Incoming Energy	134500	2.99758	1	CoupledTransportation
Incoming Energy	134500	1.35639	1	CoupledTransportation
Incoming Energy	142857	3.74344	1	CoupledTransportation
Incoming Energy	147094	4.30512	1	CoupledTransportation
Incoming Energy	155341	1.03834	1	CoupledTransportation
Incoming Energy	158765	2.65041	1	CoupledTransportation
Incoming Energy	166213	0.807971	1	CoupledTransportation
Incoming Energy	177665	5.1929	1	CoupledTransportation
Incoming Energy	188720	0.498823	1	CoupledTransportation
Incoming Energy	188883	2.71177	1	CoupledTransportation
Incoming Energy	218078	0.350997	1	CoupledTransportation
Incoming Energy	218197	3.79643	1	CoupledTransportation
Incoming Energy	225203	4.34748	1	CoupledTransportation
Incoming Energy	253833	5.35104	1	CoupledTransportation
Incoming Energy	261856	2.44974	1	CoupledTransportation
Incoming Energy	283450	1.7667	1	CoupledTransportation
Incoming Energy	293415	2.7683	1	CoupledTransportation
Incoming Energy	307020	1.37627	1	CoupledTransportation
Incoming Energy	358174	3.21501	1	CoupledTransportation
Incoming Energy	367284	4.0947	1	CoupledTransportation
Incoming Energy	373429	5.16372	1	CoupledTransportation
Incoming Energy	404472	1.65924	1	CoupledTransportation
Incoming Energy	447796	4.36829	1	CoupledTransportation
Incoming Energy	452235	2.52011	1	CoupledTransportation
Incoming Energy	487906	2.58384	1	CoupledTransportation
Incoming Energy	497902	4.33396	1	CoupledTransportation
