
0,0,0,2.611804476691236e-06,9.547661388956469e-15,957
1,0,0,2.693265937303769e-06,1.021150994378653e-14,961
2,0,0,2.689222409741817e-06,1.05472672379981e-14,971
3,0,0,2.736945931134219e-06,1.055727753000023e-14,974
4,0,0,2.912079631075797e-06,1.286506905134295e-14,1001
5,0,0,2.931267621515938e-06,1.30085676813018e-14,1003
6,0,0,2.930140582985744e-06,1.253463537006334e-14,986
7,0,0,2.843205042031264e-06,1.1203915542172e-14,1000
8,0,0,2.83790864057988e-06,1.175759734525762e-14,987
9,0,0,2.896323873603443e-06,1.234084380209608e-14,1011
10,0,0,2.949397265275778e-06,1.1927677881086e-14,1037
11,0,0,2.974106095094952e-06,1.225750897330552e-14,1036
12,0,0,2.872714536494874e-06,1.136026008503502e-14,1012
13,0,0,2.908083565370484e-06,1.118495311253512e-14,1008
14,0,0,2.999533812830807e-06,1.229010765581606e-14,1017
15,0,0,3.111223428995003e-06,1.353168532408052e-14,1038
16,0,0,3.081837315443233e-06,1.301550388304512e-14,1034
17,0,0,3.054053158481032e-06,1.39112890438019e-14,1028
18,0,0,3.151462750673461e-06,1.498448382524135e-14,1016
19,0,0,3.069120555091641e-06,1.313535125199572e-14,1030
20,0,0,2.903495726944273e-06,1.168488757217403e-14,996
21,0,0,2.933290097277276e-06,1.305757727307872e-14,980
22,0,0,2.90237473766994e-06,1.321220468754806e-14,967
23,0,0,2.915426444112096e-06,1.280645490870083e-14,996
24,0,0,3.05288280292138e-06,1.403894094954771e-14,998
25,0,0,3.098476806126684e-06,1.539703371450035e-14,1014
26,0,0,2.913937751692989e-06,1.336036535719797e-14,979
27,0,0,3.01739513108397e-06,1.358123250010254e-14,998
28,0,0,3.107487074877898e-06,1.479134276905309e-14,988
29,0,0,2.947941566044943e-06,1.37135973334709e-14,954
30,0,0,2.792443641606572e-06,1.207678949602484e-14,957
31,0,0,3.116207239511402e-06,1.591300124780521e-14,984
32,0,0,3.120899800653957e-06,1.424274515479657e-14,1016
33,0,0,3.094511228988005e-06,1.512675608821189e-14,1006
34,0,0,3.119289248454721e-06,1.398987789960413e-14,1002
35,0,0,3.099090027452466e-06,1.4639241735604e-14,1000
36,0,0,3.071419210684806e-06,1.393797380955994e-14,1011
37,0,0,3.127018435615536e-06,1.524332155455369e-14,997
38,0,0,3.182629519809818e-06,1.603114333273217e-14,1002
39,0,0,3.095957016789122e-06,1.463480722579319e-14,988
40,0,0,3.156258543129559e-06,1.54687172771657e-14,999
41,0,0,3.291691065123887e-06,1.682945051151722e-14,1015
42,0,0,3.201996650985505e-06,1.711389641005342e-14,983
43,0,0,3.144571000709143e-06,1.660232986618246e-14,964
44,0,0,3.107466648074747e-06,1.668591702418453e-14,959
45,0,0,3.055336936157795e-06,1.477157702982547e-14,952
46,0,0,2.909649856250919e-06,1.448312008810375e-14,923
47,0,0,3.020372848645396e-06,1.515835497301281e-14,936
48,0,0,3.249637654268899e-06,1.726683801747978e-14,962
49,0,0,3.259394968067302e-06,1.715894971847202e-14,976
50,0,0,3.325872754472651e-06,1.788972467270408e-14,967
51,0,0,3.230503332204258e-06,1.782301558284424e-14,950
52,0,0,3.400349692404771e-06,2.214345668577741e-14,936
53,0,0,3.078641611754032e-06,1.817887336715591e-14,898
54,0,0,2.874360207085075e-06,1.610135121456977e-14,845
55,0,0,2.799759873919896e-06,1.437485492965231e-14,848
