event ID: 239	Primary scintillation events:3514	Primary Cerenkov events: 25	Secondary Scintillation events: 2031	Secondary Cerenkov Events: 0
event ID: 302	Primary scintillation events:3581	Primary Cerenkov events: 40	Secondary Scintillation events: 4992	Secondary Cerenkov Events: 2
event ID: 4092	Primary scintillation events:3295	Primary Cerenkov events: 27	Secondary Scintillation events: 6488	Secondary Cerenkov Events: 2
event ID: 6385	Primary scintillation events:2744	Primary Cerenkov events: 22	Secondary Scintillation events: 6735	Secondary Cerenkov Events: 2
event ID: 9083	Primary scintillation events:3442	Primary Cerenkov events: 32	Secondary Scintillation events: 10048	Secondary Cerenkov Events: 2
event ID: 15287	Primary scintillation events:3299	Primary Cerenkov events: 34	Secondary Scintillation events: 11302	Secondary Cerenkov Events: 2
event ID: 19839	Primary scintillation events:3432	Primary Cerenkov events: 37	Secondary Scintillation events: 12482	Secondary Cerenkov Events: 2
event ID: 19875	Primary scintillation events:3687	Primary Cerenkov events: 43	Secondary Scintillation events: 13624	Secondary Cerenkov Events: 2
event ID: 19980	Primary scintillation events:3841	Primary Cerenkov events: 39	Secondary Scintillation events: 15834	Secondary Cerenkov Events: 2
event ID: 23077	Primary scintillation events:3490	Primary Cerenkov events: 43	Secondary Scintillation events: 19011	Secondary Cerenkov Events: 2
event ID: 23175	Primary scintillation events:10795	Primary Cerenkov events: 92	Secondary Scintillation events: 24772	Secondary Cerenkov Events: 2
event ID: 23178	Primary scintillation events:10181	Primary Cerenkov events: 78	Secondary Scintillation events: 30429	Secondary Cerenkov Events: 2
event ID: 28809	Primary scintillation events:3890	Primary Cerenkov events: 34	Secondary Scintillation events: 31753	Secondary Cerenkov Events: 2
event ID: 31178	Primary scintillation events:5058	Primary Cerenkov events: 59	Secondary Scintillation events: 34912	Secondary Cerenkov Events: 2
event ID: 34509	Primary scintillation events:4164	Primary Cerenkov events: 37	Secondary Scintillation events: 36469	Secondary Cerenkov Events: 2
event ID: 38851	Primary scintillation events:715	Primary Cerenkov events: 7	Secondary Scintillation events: 36692	Secondary Cerenkov Events: 2
event ID: 38867	Primary scintillation events:4462	Primary Cerenkov events: 30	Secondary Scintillation events: 39257	Secondary Cerenkov Events: 3
event ID: 38914	Primary scintillation events:2061	Primary Cerenkov events: 16	Secondary Scintillation events: 39851	Secondary Cerenkov Events: 3
event ID: 42018	Primary scintillation events:3318	Primary Cerenkov events: 34	Secondary Scintillation events: 40694	Secondary Cerenkov Events: 3
event ID: 43701	Primary scintillation events:5783	Primary Cerenkov events: 20	Secondary Scintillation events: 42340	Secondary Cerenkov Events: 3
event ID: 45295	Primary scintillation events:3649	Primary Cerenkov events: 32	Secondary Scintillation events: 44060	Secondary Cerenkov Events: 3
event ID: 45299	Primary scintillation events:3437	Primary Cerenkov events: 23	Secondary Scintillation events: 45013	Secondary Cerenkov Events: 3
event ID: 45349	Primary scintillation events:3489	Primary Cerenkov events: 38	Secondary Scintillation events: 48435	Secondary Cerenkov Events: 4
event ID: 45366	Primary scintillation events:47	Primary Cerenkov events: 0	Secondary Scintillation events: 48435	Secondary Cerenkov Events: 4
event ID: 48854	Primary scintillation events:3425	Primary Cerenkov events: 31	Secondary Scintillation events: 52957	Secondary Cerenkov Events: 10
event ID: 48861	Primary scintillation events:4089	Primary Cerenkov events: 21	Secondary Scintillation events: 60532	Secondary Cerenkov Events: 21
event ID: 48899	Primary scintillation events:3563	Primary Cerenkov events: 33	Secondary Scintillation events: 66489	Secondary Cerenkov Events: 39
