Incoming Energy	29043	5.18623	1	CoupledTransportation
Incoming Energy	84694	5.83497	1	CoupledTransportation
Incoming Energy	96943	5.71858	1	CoupledTransportation
Incoming Energy	119532	2.45827	1	CoupledTransportation
Incoming Energy	147013	3.89182	1	CoupledTransportation
Incoming Energy	170196	4.17586	1	CoupledTransportation
Incoming Energy	192782	1.69281	1	CoupledTransportation
Incoming Energy	211103	5.76647	1	CoupledTransportation
Incoming Energy	222998	4.54423	1	CoupledTransportation
Incoming Energy	223186	6.07554	1	CoupledTransportation
Incoming Energy	232129	0.620174	1	CoupledTransportation
Incoming Energy	256663	5.27833	1	CoupledTransportation
Incoming Energy	258376	3.0018	1	CoupledTransportation
Incoming Energy	265467	4.22148	1	CoupledTransportation
Incoming Energy	295288	6.25646	1	CoupledTransportation
Incoming Energy	322698	6.2981	1	CoupledTransportation
Incoming Energy	326468	3.08244	1	CoupledTransportation
Incoming Energy	330887	4.29018	1	CoupledTransportation
Incoming Energy	370098	5.07045	1	CoupledTransportation
Incoming Energy	375279	0.518643	1	CoupledTransportation
Incoming Energy	377704	5.92303	1	CoupledTransportation
Incoming Energy	384659	1.26957	1	CoupledTransportation
Incoming Energy	395562	6.37669	1	CoupledTransportation
Incoming Energy	403844	4.82245	1	CoupledTransportation
Incoming Energy	403949	5.54355	1	CoupledTransportation
Incoming Energy	430228	1.46137	1	CoupledTransportation
Incoming Energy	450254	6.18349	1	CoupledTransportation
Incoming Energy	478728	2.49051	1	CoupledTransportation
Incoming Energy	528959	3.58403	1	CoupledTransportation
Incoming Energy	562347	5.46327	1	CoupledTransportation
Incoming Energy	569234	4.41968	1	CoupledTransportation
Incoming Energy	623216	0.666299	1	CoupledTransportation
Incoming Energy	648601	1.46551	1	CoupledTransportation
Incoming Energy	670392	6.15818	1	CoupledTransportation
Incoming Energy	702678	2.35975	1	CoupledTransportation
Incoming Energy	706678	3.19485	1	CoupledTransportation
Incoming Energy	749831	5.56528	1	CoupledTransportation
Incoming Energy	764322	5.64739	1	CoupledTransportation
Incoming Energy	810410	5.44476	1	CoupledTransportation
Incoming Energy	817677	2.45507	1	CoupledTransportation
Incoming Energy	842694	6.38553	1	CoupledTransportation
Incoming Energy	863594	0.690283	1	CoupledTransportation
Incoming Energy	929985	6.28242	1	CoupledTransportation
Incoming Energy	953101	3.78661	1	CoupledTransportation
Incoming Energy	960458	6.21528	1	CoupledTransportation
Incoming Energy	990731	1.25056	1	CoupledTransportation
Incoming Energy	990731	0.0617044	1	CoupledTransportation
