20021	Scintillation in core	361
20021	Scintillation in core	430
20021	Scintillation in core	487
20021	Scintillation in core	801
20021	Scintillation in core	1025
20021	Scintillation in core	1487
20021	Scintillation in core	1459
20021	Scintillation in core	1546
20021	Scintillation in core	2580
20021	Cerenkov in core	2620
20021	Scintillation in core	2720
20021	Scintillation in core	3344
20021	Scintillation in core	3276
20021	Scintillation in core	3416
20021	Scintillation in core	3470
20021	Scintillation in core	3559
20021	Scintillation in core	3812
20021	Scintillation in core	3870
30961	Scintillation in core	30
30961	Scintillation in core	29
30961	Scintillation in core	39
30961	Scintillation in core	75
30961	Scintillation in core	115
30961	Scintillation in core	111
30961	Scintillation in core	87
30961	Scintillation in core	189
30961	Scintillation in core	188
30961	Scintillation in core	184
30961	Scintillation in core	182
30961	Scintillation in core	157
30961	Scintillation in core	152
30961	Scintillation in core	148
30961	Scintillation in core	137
30961	Scintillation in core	135
30961	Scintillation in core	134
30961	Scintillation in core	133
30961	Scintillation in core	125
30961	Scintillation in core	227
30961	Scintillation in core	233
30961	Scintillation in core	236
30961	Scintillation in core	247
30961	Scintillation in core	245
30961	Scintillation in core	240
30961	Scintillation in core	259
30961	Scintillation in core	285
30961	Scintillation in core	293
30961	Scintillation in core	307
30961	Scintillation in core	398
30961	Scintillation in core	396
30961	Scintillation in core	389
30961	Scintillation in core	368
30961	Scintillation in core	367
30961	Scintillation in core	364
30961	Scintillation in core	343
30961	Scintillation in core	455
30961	Scintillation in core	430
30961	Scintillation in core	477
30961	Scintillation in core	476
30961	Scintillation in core	490
30961	Scintillation in core	655
30961	Scintillation in core	610
30961	Scintillation in core	608
30961	Scintillation in core	598
30961	Scintillation in core	596
30961	Scintillation in core	588
30961	Scintillation in core	579
30961	Scintillation in core	577
30961	Scintillation in core	559
30961	Scintillation in core	558
30961	Scintillation in core	555
30961	Scintillation in core	540
30961	Scintillation in core	539
30961	Scintillation in core	530
30961	Scintillation in core	524
30961	Scintillation in core	516
30961	Cerenkov in core	505
30961	Cerenkov in core	504
30961	Cerenkov in core	501
30961	Scintillation in core	708
30961	Scintillation in core	702
30961	Scintillation in core	700
30961	Scintillation in core	809
30961	Scintillation in core	788
30961	Scintillation in core	783
30961	Scintillation in core	747
30961	Scintillation in core	742
30961	Scintillation in core	730
30961	Scintillation in core	729
30961	Scintillation in core	718
30961	Scintillation in core	834
30961	Scintillation in core	831
30961	Scintillation in core	823
30961	Scintillation in core	820
30961	Scintillation in core	880
30961	Scintillation in core	890
30961	Scintillation in core	885
30961	Scintillation in core	977
30961	Scintillation in core	940
30961	Scintillation in core	926
30961	Scintillation in core	998
30961	Scintillation in core	995
30961	Scintillation in core	991
30961	Scintillation in core	1031
30961	Scintillation in core	1063
30961	Scintillation in core	1058
30961	Scintillation in core	1087
30961	Scintillation in core	1090
30961	Scintillation in core	1106
30961	Scintillation in core	1100
30961	Scintillation in core	1144
30961	Scintillation in core	1176
30961	Scintillation in core	1189
30961	Scintillation in core	1214
30961	Scintillation in core	1209
30961	Scintillation in core	1234
30961	Scintillation in core	1232
30961	Scintillation in core	1230
30961	Scintillation in core	1221
30961	Scintillation in core	1272
30961	Scintillation in core	1269
30961	Scintillation in core	1288
30961	Scintillation in core	1281
30961	Scintillation in core	1295
30961	Scintillation in core	1316
30961	Scintillation in core	1311
30961	Scintillation in core	1334
30961	Cerenkov in core	1320
30961	Scintillation in core	1351
30961	Scintillation in core	1348
30961	Scintillation in core	1345
30961	Scintillation in core	1342
30961	Scintillation in core	1381
30961	Scintillation in core	1422
30961	Scintillation in core	1412
30961	Scintillation in core	1392
30961	Scintillation in core	1435
30961	Scintillation in core	1433
30961	Scintillation in core	1437
30961	Scintillation in core	1468
30961	Scintillation in core	1469
30961	Scintillation in core	1477
30961	Scintillation in core	1503
30961	Scintillation in core	1496
30961	Scintillation in core	1489
30961	Scintillation in core	1488
30961	Scintillation in core	1510
30961	Scintillation in core	1523
30961	Scintillation in core	1522
30961	Scintillation in core	1548
30961	Scintillation in core	1553
30961	Scintillation in core	1570
30961	Scintillation in core	1569
30961	Scintillation in core	1568
30961	Scintillation in core	1585
30961	Scintillation in core	1599
30961	Scintillation in core	1597
30961	Scintillation in core	1596
30961	Scintillation in core	1604
30961	Scintillation in core	1612
30961	Scintillation in core	1608
30961	Scintillation in core	1645
30961	Scintillation in core	1656
30961	Scintillation in core	1664
30961	Scintillation in core	1661
30961	Scintillation in core	1669
30961	Scintillation in core	1673
30961	Scintillation in core	1713
30961	Scintillation in core	1707
30961	Scintillation in core	1698
30961	Scintillation in core	1783
30961	Scintillation in core	1760
30961	Scintillation in core	1757
30961	Scintillation in core	1753
30961	Scintillation in core	1750
30961	Scintillation in core	1737
30961	Scintillation in core	1735
30961	Scintillation in core	1725
30961	Scintillation in core	2257
30961	Scintillation in core	2255
30961	Scintillation in core	2251
30961	Scintillation in core	2247
30961	Scintillation in core	2232
30961	Scintillation in core	2229
30961	Scintillation in core	2208
30961	Scintillation in core	2200
30961	Scintillation in core	2194
30961	Scintillation in core	2192
30961	Scintillation in core	2186
30961	Scintillation in core	2167
30961	Scintillation in core	2158
30961	Scintillation in core	2157
30961	Scintillation in core	2153
30961	Scintillation in core	2112
30961	Scintillation in core	2110
30961	Scintillation in core	2109
30961	Scintillation in core	2103
30961	Scintillation in core	2091
30961	Scintillation in core	2085
30961	Scintillation in core	2066
30961	Scintillation in core	2028
30961	Scintillation in core	2027
30961	Scintillation in core	2021
30961	Scintillation in core	1968
30961	Scintillation in core	1961
30961	Scintillation in core	1957
