0.0	82.6
0.4	91.6
0.7	87.4
1.1	86.8
1.4	86.6
1.8	86.9
2.1	87.4
2.5	88.7
2.8	89.2
3.2	89.1
3.5	89.8
3.9	90.4
4.2	91.4
4.6	92.5
4.9	93.3
5.3	93.6
5.6	93.8
6.0	94.2
6.3	95.5
6.7	94.4
7.1	96.2
7.4	94.7
7.8	95.9
8.1	95.4
8.5	96.0
8.8	96.4
9.2	96.2
9.5	97.0
9.9	97.1
10.2	97.1
10.6	97.5
10.9	97.8
11.3	98.5
11.6	98.9
12.0	98.5
12.3	99.7
12.7	99.0
13.1	99.7
13.4	99.6
13.8	99.1
14.1	99.6
14.5	99.6
14.8	99.6
15.2	99.5
15.5	99.7
15.9	99.5
16.2	99.7
16.6	99.2
16.9	99.5
17.3	100.0
17.6	98.5
18.0	97.8
18.3	98.0
18.7	97.7
19.0	97.8
19.4	98.4
19.8	97.3
20.1	96.5
20.5	96.4
20.8	96.0
21.2	95.6
21.5	94.8
21.9	94.7
22.2	93.7
22.6	93.2
22.9	93.2
23.3	92.0
23.6	90.9
24.0	90.3
24.3	88.5
24.7	87.1
25.0	86.6
25.4	85.1
25.8	84.7
26.1	82.8
26.5	81.7
26.8	80.0
27.2	78.4
27.5	77.4
27.9	78.0
28.2	77.5
28.6	75.7
28.9	74.4
29.3	72.1
29.6	70.1
30.0	68.2
30.3	66.0
30.7	63.9
31.0	61.9
31.4	58.7
31.7	55.8
32.1	53.8
32.5	51.7
32.8	49.6
33.2	47.4
33.5	45.4
33.9	44.6
34.2	43.0
34.6	40.6
34.9	38.5
35.3	36.2
35.6	33.9
36.0	32.1
36.3	30.6
36.7	29.4
37.0	27.5
37.4	25.4
37.7	23.4
38.1	21.4
38.5	19.9
38.8	18.6
39.2	16.4
39.5	14.9
39.9	13.4
40.2	12.4
40.6	11.4
40.9	10.7
41.3	9.8
41.6	8.7
42.0	7.9
42.3	7.0
42.7	6.2
43.0	5.7
43.4	5.6
43.7	5.3
44.1	5.0
44.4	4.6
44.8	4.4
45.2	4.0
45.5	3.8
45.9	3.6
46.2	3.3
46.6	3.3
46.9	3.0
47.3	3.1
47.6	2.8
48.0	2.6
48.3	2.6
48.7	2.7
49.0	2.6
49.4	2.5
49.7	2.6
50.1	2.4
50.4	2.6
50.8	2.3
51.2	2.4
51.5	2.4
51.9	2.4
52.2	2.4
52.6	2.3
52.9	2.3
53.3	2.4
53.6	2.4
54.0	2.4
54.3	2.4
54.7	2.5
55.0	2.3
55.4	2.4
55.7	2.3
56.1	2.3
56.4	2.3
56.8	2.2
57.1	2.4
57.5	2.4
57.9	2.3
58.2	2.2
58.6	2.3
58.9	2.3
59.3	2.2
59.6	2.4
60.0	2.3
60.3	2.2
60.7	2.4
61.0	2.2
61.4	2.4
61.7	2.5
62.1	2.3
