4562	9.01037	1
14961	9.19707	1
23083	6.91043	1
27794	6.67668	1
35669	1.65213	1
38998	6.23293	1
83771	6.80798	1
102496	8.59471	1
128172	8.93798	1
138802	9.0584	1
144198	4.36517	1
168587	8.04854	1
184769	9.05605	1
184863	5.97486	1
189025	8.26605	1
204644	9.0569	1
213482	8.89974	1
222878	8.87343	1
242102	8.93275	1
243811	8.15579	1
251536	8.61284	1
251663	8.95005	1
277441	1.51227	1
280323	6.17888	1
286619	7.09531	1
291533	9.00968	1
316834	9.0045	1
338849	5.91555	1
342094	8.79183	1
345482	5.06635	1
348669	8.68598	1
380084	8.56158	1
388739	4.06244	1
408425	9.10681	1
417223	1.27322	1
417259	8.57254	1
447957	4.91411	1
452273	8.99798	1
460768	9.08538	1
472922	6.53727	1
494496	9.02762	1
505811	7.27874	1
514333	3.47507	1
535125	2.16973	1
548234	5.90717	1
574487	7.33732	1
582883	1.17405	1
621372	5.58586	1
651515	8.67528	1
654442	7.75269	1
665292	9.06808	1
676243	9.07666	1
680618	2.67729	1
688275	8.98579	1
696143	8.94966	1
705775	8.97844	1
708267	9.01359	1
775223	8.75692	1
788929	5.56122	1
792918	9.05047	1
809475	8.77046	1
813376	8.77384	1
824972	8.92264	1
838505	8.73416	1
861936	8.83977	1
887209	0.846458	1
898027	3.85435	1
921913	7.00073	1
931431	3.22663	1
954920	8.96558	1
970299	6.32555	1
983372	8.74587	1
987116	9.02008	1
