event ID: 2406	scintillation events:1642	Cerenkov events: 46
event ID: 4778	scintillation events:11	Cerenkov events: 0
event ID: 38943	scintillation events:3194	Cerenkov events: 89
event ID: 42594	scintillation events:2010	Cerenkov events: 70
event ID: 52205	scintillation events:2886	Cerenkov events: 55
event ID: 59323	scintillation events:107	Cerenkov events: 0
event ID: 63868	scintillation events:101	Cerenkov events: 0
event ID: 77201	scintillation events:83	Cerenkov events: 0
event ID: 86455	scintillation events:5721	Cerenkov events: 125
event ID: 113149	scintillation events:233	Cerenkov events: 0
event ID: 150713	scintillation events:154	Cerenkov events: 0
event ID: 160317	scintillation events:39	Cerenkov events: 0
event ID: 169184	scintillation events:541	Cerenkov events: 14
event ID: 190419	scintillation events:706	Cerenkov events: 20
event ID: 193400	scintillation events:364	Cerenkov events: 0
event ID: 195783	scintillation events:2174	Cerenkov events: 53
event ID: 217032	scintillation events:90	Cerenkov events: 0
event ID: 227837	scintillation events:354	Cerenkov events: 0
event ID: 233480	scintillation events:915	Cerenkov events: 13
event ID: 241716	scintillation events:2698	Cerenkov events: 21
event ID: 246504	scintillation events:3521	Cerenkov events: 68
event ID: 271404	scintillation events:2200	Cerenkov events: 47
event ID: 277316	scintillation events:1915	Cerenkov events: 26
event ID: 282828	scintillation events:525	Cerenkov events: 15
event ID: 313315	scintillation events:3516	Cerenkov events: 87
event ID: 317533	scintillation events:2433	Cerenkov events: 73
event ID: 341931	scintillation events:93	Cerenkov events: 0
event ID: 341999	scintillation events:9195	Cerenkov events: 187
event ID: 357057	scintillation events:2181	Cerenkov events: 56
event ID: 371054	scintillation events:1917	Cerenkov events: 35
event ID: 382052	scintillation events:152	Cerenkov events: 3
event ID: 396815	scintillation events:1074	Cerenkov events: 32
event ID: 419785	scintillation events:3622	Cerenkov events: 90
event ID: 447269	scintillation events:1151	Cerenkov events: 39
event ID: 451655	scintillation events:267	Cerenkov events: 0
event ID: 453801	scintillation events:4918	Cerenkov events: 123
event ID: 485711	scintillation events:2105	Cerenkov events: 73
event ID: 498653	scintillation events:377	Cerenkov events: 13
