Incoming Energy	42376	4.4844	1	CoupledTransportation
Incoming Energy	42594	2.34485	1	CoupledTransportation
Incoming Energy	67503	5.13538	1	CoupledTransportation
Incoming Energy	67505	4.17927	1	CoupledTransportation
Incoming Energy	117620	4.09638	1	CoupledTransportation
Incoming Energy	182028	4.89346	1	CoupledTransportation
Incoming Energy	182209	1.76431	1	CoupledTransportation
Incoming Energy	194038	1.57343	1	CoupledTransportation
Incoming Energy	228010	4.69512	1	CoupledTransportation
Incoming Energy	230740	5.17722	1	CoupledTransportation
Incoming Energy	265539	3.13089	1	CoupledTransportation
Incoming Energy	271117	4.83952	1	CoupledTransportation
Incoming Energy	304917	4.90659	1	CoupledTransportation
Incoming Energy	328262	2.11126	1	CoupledTransportation
Incoming Energy	385806	4.09441	1	CoupledTransportation
Incoming Energy	392828	5.28035	1	CoupledTransportation
Incoming Energy	407131	4.04169	1	CoupledTransportation
Incoming Energy	460626	4.90923	1	CoupledTransportation
Incoming Energy	470697	3.45862	1	CoupledTransportation
Incoming Energy	478882	5.53753	1	CoupledTransportation
Incoming Energy	485205	4.3572	1	CoupledTransportation
Incoming Energy	498091	2.75342	1	CoupledTransportation
Incoming Energy	506417	0.329774	1	CoupledTransportation
Incoming Energy	519701	4.64699	1	CoupledTransportation
Incoming Energy	539443	1.79862	1	CoupledTransportation
Incoming Energy	546615	3.87043	1	CoupledTransportation
Incoming Energy	554298	4.87114	1	CoupledTransportation
Incoming Energy	584410	1.16727	1	CoupledTransportation
Incoming Energy	667264	5.41577	1	CoupledTransportation
Incoming Energy	701726	3.95456	1	CoupledTransportation
Incoming Energy	732933	4.97042	1	CoupledTransportation
Incoming Energy	750773	4.74051	1	CoupledTransportation
Incoming Energy	760382	2.99452	1	CoupledTransportation
Incoming Energy	850642	4.93022	1	CoupledTransportation
Incoming Energy	855603	1.8452	1	CoupledTransportation
Incoming Energy	889628	4.66524	1	CoupledTransportation
Incoming Energy	894991	4.7829	1	CoupledTransportation
Incoming Energy	911925	4.825	1	CoupledTransportation
Incoming Energy	923985	1.5864	1	CoupledTransportation
Incoming Energy	942399	1.59535	1	CoupledTransportation
Incoming Energy	942410	4.47243	1	CoupledTransportation
Incoming Energy	967818	5.25831	1	CoupledTransportation
Incoming Energy	976106	5.1122	1	CoupledTransportation
Incoming Energy	976309	1.52646	1	CoupledTransportation
Incoming Energy	997894	4.20857	1	CoupledTransportation
