6254	8.02283	1
27753	4.65379	1
43007	8.0875	1
43038	6.77022	1
63660	7.87192	1
63918	8.12748	1
88944	6.11412	1
88976	1.62212	1
92282	7.95668	1
119295	0.417152	1
135819	1.99892	1
139357	7.84394	1
157992	5.84646	1
164054	8.05058	1
176926	7.69684	1
179755	0.593792	1
187638	1.91906	1
203518	7.70934	1
252174	2.62209	1
297317	5.0807	1
299832	5.82233	1
299930	7.9148	1
304991	7.90289	1
335165	3.38773	1
380819	5.7151	1
384041	7.82518	1
427681	7.37777	1
432293	2.2068	1
436235	5.60544	1
454555	7.682	1
503198	7.46263	1
506474	2.93039	1
523091	7.63775	1
592246	7.58407	1
605793	2.88862	1
626458	7.7348	1
645663	6.03972	1
649027	7.39407	1
660129	3.80956	1
667519	4.59269	1
671545	5.08982	1
685413	7.75392	1
698192	2.61951	1
702366	4.33852	1
713367	8.02074	1
737408	8.09075	1
752891	5.07687	1
758834	2.16208	1
758848	5.71639	1
786243	7.8821	1
812696	5.32985	1
827578	5.12855	1
863437	8.27817	1
884331	7.94483	1
888161	5.98755	1
892931	6.15543	1
902247	3.1428	1
937152	8.11075	1
961969	8.17705	1
970358	7.94211	1
970404	8.01752	1
998539	8.29837	1
