10016	7.51406	1
18800	2.27043	1
18922	8.02699	1
29968	7.46845	1
33726	7.31307	1
37006	1.75842	1
42827	7.47207	1
72827	4.8382	1
88944	6.11412	1
88976	1.62212	1
97374	3.67297	1
97374	0.958124	1
121762	7.60022	1
129798	1.84002	1
129798	1.81901	1
150818	5.94687	1
182135	6.28482	1
189253	6.68337	1
193122	7.89322	1
213152	8.06563	1
232178	1.12927	1
243703	8.11599	1
252174	2.62209	1
261148	0.224164	1
292122	6.14305	1
298427	8.13542	1
343773	7.79962	1
384041	7.82518	1
404009	6.77058	1
445583	6.00847	1
466564	6.74408	1
474624	7.14004	1
501825	6.72992	1
506474	2.93039	1
526087	7.60936	1
564555	5.65436	1
613187	8.02318	1
629496	7.92884	1
634504	7.93161	1
647643	3.4804	1
658916	3.43998	1
667948	6.91129	1
683634	8.18546	1
705510	8.12886	1
726537	7.6908	1
726552	7.5878	1
751453	6.89638	1
755913	3.2782	1
760532	5.71174	1
767777	7.63739	1
780721	7.67676	1
787152	4.77134	1
787308	7.78479	1
787340	7.19032	1
791896	7.9255	1
807170	8.08841	1
836665	4.21713	1
853111	6.3557	1
877577	6.80979	1
877781	7.61966	1
940988	6.28092	1
949103	7.92802	1
970763	7.98763	1
993026	4.48294	1
996318	3.29818	1
