55.7	12.6
56.0	11.4
56.4	10.3
56.7	9.3
57.1	8.4
57.4	7.7
57.8	7.1
58.1	6.4
58.5	5.8
58.8	5.4
59.2	5.1
59.6	4.8
59.9	4.5
