55.7	11.8
56.0	10.7
56.4	9.9
56.7	8.9
57.1	8.1
57.4	7.4
57.8	6.9
58.1	6.4
58.5	5.9
58.9	5.4
59.2	5.1
59.6	4.7
59.9	4.3
