Incoming Energy	6277	3.19823	1	CoupledTransportation
Incident Electron	6277	1	
Incoming Energy	48047	2.47445	1	CoupledTransportation
Incident Electron	48047	1	
Incoming Energy	80433	4.25604	1	CoupledTransportation
Incident Electron	80433	1	
Incoming Energy	93764	5.08922	1	CoupledTransportation
Incident Electron	93764	1	
Incoming Energy	96426	4.53738	1	CoupledTransportation
Incident Electron	96426	1	
Incoming Energy	108108	2.60173	1	CoupledTransportation
Incident Electron	108108	1	
Incoming Energy	117458	2.57705	1	CoupledTransportation
Incident Electron	117458	1	
Incoming Energy	127412	2.20672	1	CoupledTransportation
Incident Electron	127412	1	
Incoming Energy	127500	4.41208	1	CoupledTransportation
Incident Electron	127500	1	
Incoming Energy	127672	3.64382	1	CoupledTransportation
Incident Electron	127672	1	
Incoming Energy	136093	4.30532	1	CoupledTransportation
Incident Electron	136093	1	
Incoming Energy	143406	0.996603	1	CoupledTransportation
Incident Electron	143406	1	
Incoming Energy	175202	1.90869	1	CoupledTransportation
Incident Electron	175202	1	
Incoming Energy	197273	3.93923	1	CoupledTransportation
Incident Electron	197273	1	
Incoming Energy	203013	3.19779	1	CoupledTransportation
Incident Electron	203013	1	
Incoming Energy	222205	3.36249	1	CoupledTransportation
Incident Electron	222205	1	
Incoming Energy	227004	3.74542	1	CoupledTransportation
Incident Electron	227004	1	
Incoming Energy	227088	4.34271	1	CoupledTransportation
Incident Electron	227088	1	
Incoming Energy	248977	4.10572	1	CoupledTransportation
Incident Electron	248977	1	
Incoming Energy	253465	5.35748	1	CoupledTransportation
Incident Electron	253465	1	
Incoming Energy	262387	1.37721	1	CoupledTransportation
Incident Electron	262387	1	
Incoming Energy	269822	3.40702	1	CoupledTransportation
Incident Electron	269822	1	
Incoming Energy	275462	3.70106	1	CoupledTransportation
Incident Electron	275462	1	
Incoming Energy	280894	0.978306	1	CoupledTransportation
Incident Electron	280894	1	
Incoming Energy	285757	3.60257	1	CoupledTransportation
Incident Electron	285757	1	
Incoming Energy	327424	3.78576	1	CoupledTransportation
Incident Electron	327424	1	
Incoming Energy	331795	1.93615	1	CoupledTransportation
Incident Electron	331795	1	
Incoming Energy	347282	4.75993	1	CoupledTransportation
Incident Electron	347282	1	
Incoming Energy	353458	4.28687	1	CoupledTransportation
Incident Electron	353458	1	
Incoming Energy	370123	4.07341	1	CoupledTransportation
Incident Electron	370123	1	
Incoming Energy	370417	2.71025	1	CoupledTransportation
Incident Electron	370417	1	
Incoming Energy	370420	4.54523	1	CoupledTransportation
Incident Electron	370420	1	
Incoming Energy	375239	4.81981	1	CoupledTransportation
Incident Electron	375239	1	
Incoming Energy	375272	2.97583	1	CoupledTransportation
Incident Electron	375272	1	
Incoming Energy	381975	0.690509	1	CoupledTransportation
Incident Electron	381975	1	
Incoming Energy	382236	1.23528	1	CoupledTransportation
Incident Electron	382236	1	
Incoming Energy	399516	4.61408	1	CoupledTransportation
Incident Electron	399516	1	
Incoming Energy	399516	2.53104	1	CoupledTransportation
Incident Electron	399516	1	
Incoming Energy	407287	3.12243	1	CoupledTransportation
Incident Electron	407287	1	
Incoming Energy	407405	1.37664	1	CoupledTransportation
Incident Electron	407405	1	
Incoming Energy	418844	2.35869	1	CoupledTransportation
Incident Electron	418844	1	
Incoming Energy	440051	2.90706	1	CoupledTransportation
Incident Electron	440051	1	
Incoming Energy	444900	2.47562	1	CoupledTransportation
Incident Electron	444900	1	
Incident Electron	445054	12	
Incoming Energy	449821	3.93726	1	CoupledTransportation
Incident Electron	449821	1	
Incoming Energy	449902	1.38189	1	CoupledTransportation
Incident Electron	449902	1	
Incoming Energy	449902	0.435612	1	CoupledTransportation
Incident Electron	449902	1	
Incoming Energy	459914	0.358488	1	CoupledTransportation
Incident Electron	459914	1	
Incoming Energy	459914	0.25752	1	CoupledTransportation
Incident Electron	459914	1	
Incoming Energy	478327	4.53904	1	CoupledTransportation
