event ID: 9849	scintillation events:2765	Cerenkov events: 69
event ID: 23712	scintillation events:33	Cerenkov events: 0
event ID: 39031	scintillation events:124	Cerenkov events: 0
event ID: 67429	scintillation events:377	Cerenkov events: 0
event ID: 75756	scintillation events:2959	Cerenkov events: 53
event ID: 75845	scintillation events:982	Cerenkov events: 2
event ID: 92278	scintillation events:1929	Cerenkov events: 70
event ID: 112325	scintillation events:222	Cerenkov events: 0
event ID: 139421	scintillation events:1964	Cerenkov events: 58
event ID: 147049	scintillation events:2388	Cerenkov events: 73
event ID: 147052	scintillation events:2072	Cerenkov events: 66
event ID: 152203	scintillation events:581	Cerenkov events: 20
event ID: 157662	scintillation events:1633	Cerenkov events: 60
event ID: 174303	scintillation events:78	Cerenkov events: 0
event ID: 182176	scintillation events:2551	Cerenkov events: 75
event ID: 197150	scintillation events:78	Cerenkov events: 4
event ID: 197180	scintillation events:1830	Cerenkov events: 51
event ID: 205594	scintillation events:107	Cerenkov events: 0
event ID: 209789	scintillation events:4297	Cerenkov events: 97
event ID: 228033	scintillation events:983	Cerenkov events: 22
event ID: 235807	scintillation events:3409	Cerenkov events: 95
event ID: 253938	scintillation events:130	Cerenkov events: 0
event ID: 286468	scintillation events:179	Cerenkov events: 0
event ID: 292267	scintillation events:399	Cerenkov events: 11
event ID: 294527	scintillation events:3340	Cerenkov events: 73
event ID: 323765	scintillation events:2329	Cerenkov events: 88
event ID: 355403	scintillation events:1133	Cerenkov events: 27
event ID: 359345	scintillation events:2977	Cerenkov events: 50
event ID: 376667	scintillation events:478	Cerenkov events: 11
event ID: 379059	scintillation events:1512	Cerenkov events: 40
event ID: 389690	scintillation events:1029	Cerenkov events: 25
event ID: 401303	scintillation events:1487	Cerenkov events: 47
event ID: 401383	scintillation events:1611	Cerenkov events: 43
event ID: 405448	scintillation events:850	Cerenkov events: 18
event ID: 425480	scintillation events:6038	Cerenkov events: 131
event ID: 452021	scintillation events:730	Cerenkov events: 23
event ID: 454444	scintillation events:14	Cerenkov events: 0
event ID: 470226	scintillation events:352	Cerenkov events: 0
