event ID: 4975	scintillation events:3914	Cerenkov events: 72
event ID: 9592	scintillation events:3387	Cerenkov events: 93
event ID: 21632	scintillation events:873	Cerenkov events: 25
event ID: 25913	scintillation events:649	Cerenkov events: 19
event ID: 28187	scintillation events:2375	Cerenkov events: 77
event ID: 37760	scintillation events:192	Cerenkov events: 0
event ID: 40728	scintillation events:105	Cerenkov events: 0
event ID: 40767	scintillation events:1869	Cerenkov events: 21
event ID: 57345	scintillation events:4566	Cerenkov events: 95
event ID: 64300	scintillation events:340	Cerenkov events: 8
event ID: 76849	scintillation events:2667	Cerenkov events: 61
event ID: 76899	scintillation events:5652	Cerenkov events: 143
event ID: 86582	scintillation events:2841	Cerenkov events: 84
event ID: 86600	scintillation events:102	Cerenkov events: 6
event ID: 95416	scintillation events:9174	Cerenkov events: 216
event ID: 131591	scintillation events:3251	Cerenkov events: 40
event ID: 131599	scintillation events:3051	Cerenkov events: 88
event ID: 140900	scintillation events:2655	Cerenkov events: 50
event ID: 151133	scintillation events:511	Cerenkov events: 33
event ID: 159142	scintillation events:297	Cerenkov events: 7
event ID: 165262	scintillation events:2539	Cerenkov events: 79
event ID: 168143	scintillation events:1826	Cerenkov events: 18
event ID: 191677	scintillation events:1436	Cerenkov events: 32
event ID: 215917	scintillation events:3901	Cerenkov events: 114
event ID: 238261	scintillation events:172	Cerenkov events: 0
event ID: 242982	scintillation events:3636	Cerenkov events: 55
event ID: 267807	scintillation events:92	Cerenkov events: 0
event ID: 269979	scintillation events:869	Cerenkov events: 5
event ID: 274942	scintillation events:34	Cerenkov events: 1
event ID: 279606	scintillation events:7	Cerenkov events: 0
event ID: 299654	scintillation events:225	Cerenkov events: 5
event ID: 305738	scintillation events:157	Cerenkov events: 0
event ID: 330900	scintillation events:646	Cerenkov events: 14
event ID: 348977	scintillation events:2347	Cerenkov events: 63
event ID: 355611	scintillation events:2867	Cerenkov events: 85
event ID: 355710	scintillation events:70	Cerenkov events: 3
event ID: 365541	scintillation events:1974	Cerenkov events: 59
event ID: 372151	scintillation events:1538	Cerenkov events: 59
event ID: 380452	scintillation events:4200	Cerenkov events: 116
event ID: 391071	scintillation events:2021	Cerenkov events: 58
event ID: 391121	scintillation events:1059	Cerenkov events: 21
event ID: 391212	scintillation events:569	Cerenkov events: 0
event ID: 421965	scintillation events:70	Cerenkov events: 2
event ID: 423484	scintillation events:1131	Cerenkov events: 19
event ID: 446503	scintillation events:2117	Cerenkov events: 69
event ID: 456845	scintillation events:415	Cerenkov events: 7
event ID: 474552	scintillation events:2021	Cerenkov events: 28
event ID: 482352	scintillation events:5339	Cerenkov events: 106
event ID: 494373	scintillation events:197	Cerenkov events: 0
