event ID: 172	scintillation events:1342	Cerenkov events: 15
event ID: 7976	scintillation events:2270	Cerenkov events: 37
event ID: 16173	scintillation events:1681	Cerenkov events: 34
event ID: 23106	scintillation events:735	Cerenkov events: 17
event ID: 27403	scintillation events:617	Cerenkov events: 14
event ID: 27409	scintillation events:35	Cerenkov events: 0
event ID: 31324	scintillation events:128	Cerenkov events: 0
event ID: 34052	scintillation events:42	Cerenkov events: 0
event ID: 37758	scintillation events:150	Cerenkov events: 3
event ID: 37801	scintillation events:121	Cerenkov events: 0
event ID: 47108	scintillation events:696	Cerenkov events: 17
event ID: 47201	scintillation events:1108	Cerenkov events: 40
event ID: 50516	scintillation events:1078	Cerenkov events: 29
event ID: 53789	scintillation events:961	Cerenkov events: 16
event ID: 67471	scintillation events:5455	Cerenkov events: 119
event ID: 67547	scintillation events:1807	Cerenkov events: 62
event ID: 84607	scintillation events:2230	Cerenkov events: 32
event ID: 89831	scintillation events:204	Cerenkov events: 5
event ID: 114348	scintillation events:242	Cerenkov events: 2
event ID: 121645	scintillation events:2406	Cerenkov events: 41
event ID: 125515	scintillation events:4939	Cerenkov events: 100
event ID: 142518	scintillation events:1865	Cerenkov events: 62
event ID: 145831	scintillation events:846	Cerenkov events: 21
event ID: 153161	scintillation events:3523	Cerenkov events: 80
event ID: 159767	scintillation events:3072	Cerenkov events: 78
event ID: 168244	scintillation events:1020	Cerenkov events: 26
event ID: 179877	scintillation events:75	Cerenkov events: 0
event ID: 184212	scintillation events:2056	Cerenkov events: 41
event ID: 194462	scintillation events:3651	Cerenkov events: 113
event ID: 199797	scintillation events:2466	Cerenkov events: 42
event ID: 209389	scintillation events:3327	Cerenkov events: 95
event ID: 217427	scintillation events:434	Cerenkov events: 0
event ID: 237347	scintillation events:355	Cerenkov events: 8
event ID: 242607	scintillation events:5576	Cerenkov events: 178
event ID: 249254	scintillation events:59	Cerenkov events: 2
event ID: 259244	scintillation events:61	Cerenkov events: 0
event ID: 272044	scintillation events:2458	Cerenkov events: 57
event ID: 272140	scintillation events:4003	Cerenkov events: 113
event ID: 281529	scintillation events:741	Cerenkov events: 33
event ID: 281644	scintillation events:5726	Cerenkov events: 138
event ID: 290878	scintillation events:622	Cerenkov events: 3
event ID: 294570	scintillation events:524	Cerenkov events: 17
event ID: 309410	scintillation events:2788	Cerenkov events: 52
event ID: 317656	scintillation events:2638	Cerenkov events: 81
event ID: 325813	scintillation events:450	Cerenkov events: 7
event ID: 325904	scintillation events:3392	Cerenkov events: 86
event ID: 330420	scintillation events:1199	Cerenkov events: 36
event ID: 334916	scintillation events:3162	Cerenkov events: 74
event ID: 354644	scintillation events:4736	Cerenkov events: 113
event ID: 382684	scintillation events:2604	Cerenkov events: 56
event ID: 419940	scintillation events:1423	Cerenkov events: 29
event ID: 423553	scintillation events:2859	Cerenkov events: 68
event ID: 433518	scintillation events:297	Cerenkov events: 0
event ID: 443192	scintillation events:132	Cerenkov events: 0
event ID: 449767	scintillation events:1564	Cerenkov events: 47
event ID: 449768	scintillation events:1256	Cerenkov events: 13
event ID: 463546	scintillation events:984	Cerenkov events: 27
event ID: 467467	scintillation events:166	Cerenkov events: 6
event ID: 470537	scintillation events:6	Cerenkov events: 0
event ID: 474965	scintillation events:63	Cerenkov events: 0
event ID: 481798	scintillation events:3934	Cerenkov events: 80
event ID: 497670	scintillation events:6343	Cerenkov events: 136
event ID: 507938	scintillation events:49	Cerenkov events: 3
event ID: 507962	scintillation events:2666	Cerenkov events: 81
event ID: 507975	scintillation events:2565	Cerenkov events: 65
event ID: 514179	scintillation events:3010	Cerenkov events: 80
event ID: 519869	scintillation events:4912	Cerenkov events: 122
event ID: 519945	scintillation events:3759	Cerenkov events: 89
event ID: 526518	scintillation events:191	Cerenkov events: 5
event ID: 540272	scintillation events:2215	Cerenkov events: 42
event ID: 543189	scintillation events:421	Cerenkov events: 11
event ID: 546109	scintillation events:804	Cerenkov events: 34
event ID: 550859	scintillation events:77	Cerenkov events: 0
event ID: 556896	scintillation events:3189	Cerenkov events: 99
event ID: 562214	scintillation events:99	Cerenkov events: 0
