event ID: 7213	scintillation events:3669	Cerenkov events: 108
event ID: 7357	scintillation events:2857	Cerenkov events: 75
event ID: 24695	scintillation events:5950	Cerenkov events: 160
event ID: 42117	scintillation events:5861	Cerenkov events: 121
event ID: 42335	scintillation events:2940	Cerenkov events: 81
event ID: 76361	scintillation events:3607	Cerenkov events: 51
event ID: 86544	scintillation events:2040	Cerenkov events: 59
event ID: 98288	scintillation events:1356	Cerenkov events: 44
event ID: 110850	scintillation events:4786	Cerenkov events: 103
event ID: 118337	scintillation events:398	Cerenkov events: 0
event ID: 127139	scintillation events:224	Cerenkov events: 9
event ID: 131096	scintillation events:2281	Cerenkov events: 82
event ID: 135017	scintillation events:749	Cerenkov events: 12
event ID: 138264	scintillation events:73	Cerenkov events: 0
event ID: 138313	scintillation events:3265	Cerenkov events: 81
event ID: 144046	scintillation events:244	Cerenkov events: 5
event ID: 144107	scintillation events:3283	Cerenkov events: 77
event ID: 144283	scintillation events:625	Cerenkov events: 21
event ID: 160552	scintillation events:1224	Cerenkov events: 27
event ID: 183780	scintillation events:1994	Cerenkov events: 51
event ID: 191087	scintillation events:192	Cerenkov events: 0
event ID: 199251	scintillation events:1227	Cerenkov events: 46
event ID: 210447	scintillation events:4184	Cerenkov events: 131
event ID: 216154	scintillation events:3036	Cerenkov events: 87
event ID: 216185	scintillation events:213	Cerenkov events: 0
event ID: 216262	scintillation events:806	Cerenkov events: 25
event ID: 220431	scintillation events:2600	Cerenkov events: 65
event ID: 220598	scintillation events:200	Cerenkov events: 0
event ID: 258851	scintillation events:4689	Cerenkov events: 89
event ID: 258871	scintillation events:2531	Cerenkov events: 75
event ID: 269873	scintillation events:406	Cerenkov events: 23
event ID: 275564	scintillation events:1409	Cerenkov events: 28
event ID: 282431	scintillation events:1704	Cerenkov events: 67
event ID: 282446	scintillation events:1720	Cerenkov events: 35
event ID: 287343	scintillation events:208	Cerenkov events: 0
event ID: 319148	scintillation events:168	Cerenkov events: 2
event ID: 336948	scintillation events:4955	Cerenkov events: 107
event ID: 342016	scintillation events:24	Cerenkov events: 4
event ID: 351822	scintillation events:1362	Cerenkov events: 37
event ID: 358544	scintillation events:2630	Cerenkov events: 92
event ID: 375274	scintillation events:250	Cerenkov events: 11
event ID: 404593	scintillation events:3693	Cerenkov events: 71
event ID: 421509	scintillation events:7758	Cerenkov events: 155
event ID: 427515	scintillation events:2704	Cerenkov events: 89
event ID: 456937	scintillation events:383	Cerenkov events: 8
event ID: 490800	scintillation events:192	Cerenkov events: 0
event ID: 496351	scintillation events:329	Cerenkov events: 13
event ID: 506883	scintillation events:1273	Cerenkov events: 33
event ID: 506899	scintillation events:8240	Cerenkov events: 196
event ID: 507145	scintillation events:148	Cerenkov events: 0
event ID: 513661	scintillation events:2202	Cerenkov events: 70
event ID: 513764	scintillation events:47	Cerenkov events: 2
event ID: 529896	scintillation events:7799	Cerenkov events: 164
event ID: 537568	scintillation events:5627	Cerenkov events: 95
event ID: 542913	scintillation events:4423	Cerenkov events: 118
event ID: 543004	scintillation events:125	Cerenkov events: 0
event ID: 550451	scintillation events:1530	Cerenkov events: 29
event ID: 557402	scintillation events:7678	Cerenkov events: 205
event ID: 564085	scintillation events:57	Cerenkov events: 0
event ID: 571517	scintillation events:517	Cerenkov events: 15
event ID: 574309	scintillation events:2279	Cerenkov events: 66
event ID: 579693	scintillation events:2360	Cerenkov events: 61
event ID: 582428	scintillation events:388	Cerenkov events: 16
event ID: 582439	scintillation events:3764	Cerenkov events: 88
event ID: 591643	scintillation events:83	Cerenkov events: 0
event ID: 597752	scintillation events:372	Cerenkov events: 8
event ID: 607148	scintillation events:482	Cerenkov events: 26
event ID: 610681	scintillation events:1610	Cerenkov events: 37
event ID: 618368	scintillation events:698	Cerenkov events: 19
event ID: 629687	scintillation events:4223	Cerenkov events: 133
event ID: 646892	scintillation events:271	Cerenkov events: 0
event ID: 649737	scintillation events:2968	Cerenkov events: 61
event ID: 657506	scintillation events:3215	Cerenkov events: 54
event ID: 661085	scintillation events:6629	Cerenkov events: 153
event ID: 707201	scintillation events:2429	Cerenkov events: 55
event ID: 717213	scintillation events:460	Cerenkov events: 8
event ID: 717360	scintillation events:939	Cerenkov events: 32
event ID: 738726	scintillation events:3194	Cerenkov events: 89
event ID: 743555	scintillation events:408	Cerenkov events: 23
event ID: 743565	scintillation events:191	Cerenkov events: 0
event ID: 746709	scintillation events:721	Cerenkov events: 18
event ID: 746763	scintillation events:2052	Cerenkov events: 62
event ID: 754330	scintillation events:122	Cerenkov events: 0
event ID: 757839	scintillation events:3069	Cerenkov events: 90
event ID: 764961	scintillation events:302	Cerenkov events: 0
event ID: 765201	scintillation events:2987	Cerenkov events: 47
event ID: 792768	scintillation events:2743	Cerenkov events: 81
event ID: 813548	scintillation events:2638	Cerenkov events: 46
event ID: 820221	scintillation events:2672	Cerenkov events: 45
event ID: 825624	scintillation events:1359	Cerenkov events: 40
event ID: 830409	scintillation events:162	Cerenkov events: 0
event ID: 833433	scintillation events:158	Cerenkov events: 0
event ID: 856009	scintillation events:3353	Cerenkov events: 69
event ID: 866264	scintillation events:556	Cerenkov events: 10
event ID: 899764	scintillation events:458	Cerenkov events: 13
event ID: 899777	scintillation events:337	Cerenkov events: 0
event ID: 899908	scintillation events:3126	Cerenkov events: 70
event ID: 906842	scintillation events:1484	Cerenkov events: 47
event ID: 917889	scintillation events:4250	Cerenkov events: 68
event ID: 923284	scintillation events:83	Cerenkov events: 0
event ID: 929637	scintillation events:287	Cerenkov events: 6
event ID: 941378	scintillation events:6414	Cerenkov events: 137
event ID: 976544	scintillation events:63	Cerenkov events: 0
event ID: 992922	scintillation events:590	Cerenkov events: 16
