event ID: 8260	scintillation events:1377	Cerenkov events: 28
event ID: 18175	scintillation events:1982	Cerenkov events: 33
event ID: 18239	scintillation events:4032	Cerenkov events: 118
event ID: 30635	scintillation events:1664	Cerenkov events: 46
event ID: 34667	scintillation events:6647	Cerenkov events: 156
event ID: 45254	scintillation events:2312	Cerenkov events: 51
event ID: 48385	scintillation events:80	Cerenkov events: 2
event ID: 51371	scintillation events:250	Cerenkov events: 6
event ID: 66615	scintillation events:1599	Cerenkov events: 40
event ID: 90081	scintillation events:288	Cerenkov events: 0
event ID: 92873	scintillation events:3674	Cerenkov events: 85
event ID: 97489	scintillation events:5482	Cerenkov events: 121
event ID: 113110	scintillation events:2605	Cerenkov events: 52
event ID: 120560	scintillation events:2382	Cerenkov events: 65
event ID: 126490	scintillation events:2650	Cerenkov events: 74
event ID: 157765	scintillation events:140	Cerenkov events: 0
event ID: 178012	scintillation events:553	Cerenkov events: 10
event ID: 178034	scintillation events:360	Cerenkov events: 10
event ID: 182539	scintillation events:243	Cerenkov events: 5
event ID: 185040	scintillation events:124	Cerenkov events: 0
event ID: 190123	scintillation events:409	Cerenkov events: 14
event ID: 196880	scintillation events:5383	Cerenkov events: 98
event ID: 217866	scintillation events:616	Cerenkov events: 14
event ID: 223898	scintillation events:1371	Cerenkov events: 34
event ID: 227520	scintillation events:5895	Cerenkov events: 146
event ID: 233296	scintillation events:152	Cerenkov events: 2
event ID: 239714	scintillation events:161	Cerenkov events: 0
event ID: 254699	scintillation events:1280	Cerenkov events: 10
event ID: 254746	scintillation events:3665	Cerenkov events: 72
event ID: 254753	scintillation events:87	Cerenkov events: 0
event ID: 260896	scintillation events:2215	Cerenkov events: 73
event ID: 265032	scintillation events:20	Cerenkov events: 0
event ID: 269358	scintillation events:5492	Cerenkov events: 121
event ID: 277656	scintillation events:4120	Cerenkov events: 76
event ID: 295748	scintillation events:4987	Cerenkov events: 158
event ID: 304008	scintillation events:3079	Cerenkov events: 97
event ID: 311685	scintillation events:81	Cerenkov events: 1
event ID: 316345	scintillation events:191	Cerenkov events: 5
event ID: 319400	scintillation events:709	Cerenkov events: 9
event ID: 323781	scintillation events:6222	Cerenkov events: 141
event ID: 352227	scintillation events:674	Cerenkov events: 10
event ID: 352474	scintillation events:819	Cerenkov events: 21
event ID: 356854	scintillation events:303	Cerenkov events: 3
event ID: 367665	scintillation events:89	Cerenkov events: 0
event ID: 386016	scintillation events:2453	Cerenkov events: 77
event ID: 396384	scintillation events:132	Cerenkov events: 0
event ID: 402538	scintillation events:3171	Cerenkov events: 78
event ID: 408668	scintillation events:355	Cerenkov events: 0
event ID: 414445	scintillation events:4946	Cerenkov events: 119
event ID: 414580	scintillation events:473	Cerenkov events: 4
event ID: 414612	scintillation events:3213	Cerenkov events: 75
event ID: 425439	scintillation events:260	Cerenkov events: 14
event ID: 434424	scintillation events:361	Cerenkov events: 1
event ID: 441849	scintillation events:4123	Cerenkov events: 106
event ID: 458319	scintillation events:1395	Cerenkov events: 34
event ID: 464343	scintillation events:2558	Cerenkov events: 37
event ID: 482076	scintillation events:303	Cerenkov events: 15
event ID: 495384	scintillation events:790	Cerenkov events: 26
event ID: 502582	scintillation events:2033	Cerenkov events: 64
event ID: 506796	scintillation events:8691	Cerenkov events: 246
event ID: 513164	scintillation events:100	Cerenkov events: 0
event ID: 516524	scintillation events:118	Cerenkov events: 4
event ID: 528590	scintillation events:3091	Cerenkov events: 72
event ID: 532857	scintillation events:811	Cerenkov events: 19
event ID: 542601	scintillation events:2396	Cerenkov events: 67
event ID: 545804	scintillation events:4216	Cerenkov events: 136
event ID: 550081	scintillation events:8179	Cerenkov events: 160
event ID: 556400	scintillation events:550	Cerenkov events: 22
event ID: 569399	scintillation events:2413	Cerenkov events: 73
event ID: 574720	scintillation events:784	Cerenkov events: 19
event ID: 599351	scintillation events:1667	Cerenkov events: 15
event ID: 599382	scintillation events:383	Cerenkov events: 11
event ID: 603913	scintillation events:314	Cerenkov events: 0
event ID: 613096	scintillation events:257	Cerenkov events: 0
event ID: 624224	scintillation events:30	Cerenkov events: 0
event ID: 627870	scintillation events:7504	Cerenkov events: 178
event ID: 628066	scintillation events:1570	Cerenkov events: 44
event ID: 641045	scintillation events:4111	Cerenkov events: 115
event ID: 648335	scintillation events:4500	Cerenkov events: 108
event ID: 659240	scintillation events:1957	Cerenkov events: 76
event ID: 662541	scintillation events:386	Cerenkov events: 11
event ID: 672816	scintillation events:4660	Cerenkov events: 109
event ID: 685998	scintillation events:308	Cerenkov events: 0
event ID: 701030	scintillation events:180	Cerenkov events: 0
event ID: 705528	scintillation events:1038	Cerenkov events: 21
event ID: 708870	scintillation events:170	Cerenkov events: 4
event ID: 720297	scintillation events:500	Cerenkov events: 17
event ID: 727419	scintillation events:1966	Cerenkov events: 50
event ID: 727431	scintillation events:8	Cerenkov events: 0
event ID: 727443	scintillation events:327	Cerenkov events: 8
event ID: 732644	scintillation events:1206	Cerenkov events: 29
event ID: 735704	scintillation events:3956	Cerenkov events: 89
event ID: 756230	scintillation events:4059	Cerenkov events: 70
event ID: 760347	scintillation events:4170	Cerenkov events: 108
event ID: 778314	scintillation events:271	Cerenkov events: 0
event ID: 786043	scintillation events:115	Cerenkov events: 0
event ID: 808562	scintillation events:4927	Cerenkov events: 138
event ID: 821906	scintillation events:196	Cerenkov events: 5
event ID: 826521	scintillation events:69	Cerenkov events: 0
event ID: 840369	scintillation events:94	Cerenkov events: 0
event ID: 853456	scintillation events:1190	Cerenkov events: 39
event ID: 870035	scintillation events:1051	Cerenkov events: 2
event ID: 877068	scintillation events:2031	Cerenkov events: 41
event ID: 889326	scintillation events:4302	Cerenkov events: 142
event ID: 907748	scintillation events:3886	Cerenkov events: 88
event ID: 914658	scintillation events:1471	Cerenkov events: 26
event ID: 919132	scintillation events:795	Cerenkov events: 14
event ID: 919201	scintillation events:8654	Cerenkov events: 204
event ID: 928087	scintillation events:654	Cerenkov events: 18
event ID: 935020	scintillation events:239	Cerenkov events: 0
event ID: 935122	scintillation events:2766	Cerenkov events: 75
event ID: 942758	scintillation events:2758	Cerenkov events: 68
event ID: 955499	scintillation events:121	Cerenkov events: 0
event ID: 962697	scintillation events:140	Cerenkov events: 0
event ID: 965530	scintillation events:136	Cerenkov events: 0
event ID: 968241	scintillation events:1666	Cerenkov events: 49
event ID: 975198	scintillation events:954	Cerenkov events: 33
event ID: 975415	scintillation events:190	Cerenkov events: 0
event ID: 982862	scintillation events:2150	Cerenkov events: 42
event ID: 986152	scintillation events:2002	Cerenkov events: 53
event ID: 986226	scintillation events:217	Cerenkov events: 0
event ID: 993523	scintillation events:155	Cerenkov events: 0
