event ID: 6243	scintillation events:414	Cerenkov events: 14
event ID: 12964	scintillation events:97	Cerenkov events: 0
event ID: 19787	scintillation events:2376	Cerenkov events: 50
event ID: 24244	scintillation events:688	Cerenkov events: 21
event ID: 24338	scintillation events:5933	Cerenkov events: 134
event ID: 37417	scintillation events:358	Cerenkov events: 6
event ID: 55042	scintillation events:1853	Cerenkov events: 67
event ID: 63575	scintillation events:3231	Cerenkov events: 74
event ID: 67737	scintillation events:30	Cerenkov events: 1
event ID: 70748	scintillation events:1470	Cerenkov events: 11
event ID: 88570	scintillation events:107	Cerenkov events: 0
event ID: 107280	scintillation events:2436	Cerenkov events: 71
event ID: 107330	scintillation events:358	Cerenkov events: 20
event ID: 114074	scintillation events:9	Cerenkov events: 1
event ID: 124220	scintillation events:1945	Cerenkov events: 41
event ID: 124372	scintillation events:2886	Cerenkov events: 71
event ID: 133018	scintillation events:954	Cerenkov events: 20
event ID: 139311	scintillation events:2560	Cerenkov events: 72
event ID: 151796	scintillation events:114	Cerenkov events: 0
event ID: 160217	scintillation events:112	Cerenkov events: 0
event ID: 182665	scintillation events:2548	Cerenkov events: 45
event ID: 189665	scintillation events:626	Cerenkov events: 8
event ID: 192083	scintillation events:427	Cerenkov events: 0
event ID: 196005	scintillation events:2453	Cerenkov events: 87
event ID: 215264	scintillation events:306	Cerenkov events: 0
event ID: 215364	scintillation events:3885	Cerenkov events: 54
event ID: 226817	scintillation events:1427	Cerenkov events: 53
event ID: 230407	scintillation events:2104	Cerenkov events: 41
event ID: 235565	scintillation events:91	Cerenkov events: 0
event ID: 237770	scintillation events:77	Cerenkov events: 0
event ID: 262387	scintillation events:3014	Cerenkov events: 75
event ID: 268221	scintillation events:1201	Cerenkov events: 13
event ID: 275037	scintillation events:4819	Cerenkov events: 104
event ID: 286153	scintillation events:2492	Cerenkov events: 76
event ID: 292040	scintillation events:265	Cerenkov events: 0
event ID: 302001	scintillation events:407	Cerenkov events: 11
event ID: 305826	scintillation events:610	Cerenkov events: 11
event ID: 337244	scintillation events:660	Cerenkov events: 21
event ID: 346166	scintillation events:496	Cerenkov events: 4
event ID: 360835	scintillation events:1740	Cerenkov events: 40
event ID: 370256	scintillation events:804	Cerenkov events: 17
event ID: 401235	scintillation events:2124	Cerenkov events: 43
event ID: 408825	scintillation events:167	Cerenkov events: 0
event ID: 416757	scintillation events:100	Cerenkov events: 0
event ID: 419621	scintillation events:126	Cerenkov events: 4
event ID: 419696	scintillation events:1901	Cerenkov events: 24
event ID: 425960	scintillation events:9211	Cerenkov events: 173
event ID: 437713	scintillation events:151	Cerenkov events: 0
event ID: 448669	scintillation events:39	Cerenkov events: 0
event ID: 452343	scintillation events:7	Cerenkov events: 2
event ID: 456596	scintillation events:1785	Cerenkov events: 69
event ID: 472421	scintillation events:332	Cerenkov events: 0
event ID: 472491	scintillation events:455	Cerenkov events: 0
event ID: 478787	scintillation events:3466	Cerenkov events: 112
event ID: 483877	scintillation events:1498	Cerenkov events: 51
event ID: 502188	scintillation events:628	Cerenkov events: 13
event ID: 508740	scintillation events:804	Cerenkov events: 36
event ID: 512729	scintillation events:1939	Cerenkov events: 41
event ID: 520284	scintillation events:3130	Cerenkov events: 95
event ID: 545314	scintillation events:73	Cerenkov events: 0
event ID: 545387	scintillation events:331	Cerenkov events: 0
event ID: 548234	scintillation events:733	Cerenkov events: 27
event ID: 551625	scintillation events:734	Cerenkov events: 22
event ID: 551663	scintillation events:2373	Cerenkov events: 42
event ID: 559179	scintillation events:1056	Cerenkov events: 27
event ID: 578976	scintillation events:35	Cerenkov events: 0
event ID: 579027	scintillation events:81	Cerenkov events: 0
event ID: 586831	scintillation events:112	Cerenkov events: 2
event ID: 602858	scintillation events:3343	Cerenkov events: 81
event ID: 609071	scintillation events:275	Cerenkov events: 0
event ID: 624697	scintillation events:2310	Cerenkov events: 51
event ID: 624829	scintillation events:915	Cerenkov events: 31
event ID: 628972	scintillation events:38	Cerenkov events: 1
event ID: 631539	scintillation events:1523	Cerenkov events: 51
event ID: 639062	scintillation events:395	Cerenkov events: 13
event ID: 670259	scintillation events:96	Cerenkov events: 0
event ID: 682475	scintillation events:855	Cerenkov events: 29
event ID: 682532	scintillation events:580	Cerenkov events: 18
event ID: 688792	scintillation events:1973	Cerenkov events: 60
event ID: 725820	scintillation events:2349	Cerenkov events: 53
event ID: 735962	scintillation events:2753	Cerenkov events: 67
event ID: 793526	scintillation events:123	Cerenkov events: 0
event ID: 801096	scintillation events:1613	Cerenkov events: 34
event ID: 801104	scintillation events:163	Cerenkov events: 2
event ID: 811850	scintillation events:270	Cerenkov events: 8
event ID: 817510	scintillation events:926	Cerenkov events: 36
event ID: 821375	scintillation events:1866	Cerenkov events: 56
event ID: 834533	scintillation events:608	Cerenkov events: 11
event ID: 842758	scintillation events:1136	Cerenkov events: 30
event ID: 854922	scintillation events:136	Cerenkov events: 0
event ID: 858573	scintillation events:170	Cerenkov events: 0
event ID: 870484	scintillation events:226	Cerenkov events: 0
event ID: 881115	scintillation events:75	Cerenkov events: 0
event ID: 881145	scintillation events:2597	Cerenkov events: 66
event ID: 889487	scintillation events:3726	Cerenkov events: 86
event ID: 899269	scintillation events:525	Cerenkov events: 1
event ID: 901242	scintillation events:509	Cerenkov events: 8
event ID: 905399	scintillation events:1254	Cerenkov events: 42
event ID: 929256	scintillation events:229	Cerenkov events: 8
event ID: 938129	scintillation events:4692	Cerenkov events: 124
event ID: 942320	scintillation events:68	Cerenkov events: 0
event ID: 944373	scintillation events:2117	Cerenkov events: 67
event ID: 952454	scintillation events:2687	Cerenkov events: 62
event ID: 960324	scintillation events:1392	Cerenkov events: 40
event ID: 968896	scintillation events:128	Cerenkov events: 0
event ID: 972176	scintillation events:2751	Cerenkov events: 73
event ID: 977219	scintillation events:4105	Cerenkov events: 109
event ID: 977244	scintillation events:130	Cerenkov events: 0
event ID: 984465	scintillation events:406	Cerenkov events: 12
event ID: 990625	scintillation events:5480	Cerenkov events: 134
event ID: 996803	scintillation events:109	Cerenkov events: 5
