event ID: 22234	scintillation events:949	Cerenkov events: 25
event ID: 625153	scintillation events:1127	Cerenkov events: 33
event ID: 626903	scintillation events:436	Cerenkov events: 0
event ID: 638632	scintillation events:7946	Cerenkov events: 173
event ID: 650599	scintillation events:187	Cerenkov events: 4
event ID: 660811	scintillation events:85	Cerenkov events: 0
event ID: 664872	scintillation events:3200	Cerenkov events: 63
event ID: 670009	scintillation events:43	Cerenkov events: 0
event ID: 670044	scintillation events:2376	Cerenkov events: 61
event ID: 679498	scintillation events:3261	Cerenkov events: 85
event ID: 679549	scintillation events:98	Cerenkov events: 2
event ID: 689690	scintillation events:45	Cerenkov events: 3
event ID: 695432	scintillation events:584	Cerenkov events: 20
event ID: 700838	scintillation events:8823	Cerenkov events: 201
event ID: 720880	scintillation events:2605	Cerenkov events: 44
event ID: 721034	scintillation events:325	Cerenkov events: 4
event ID: 724510	scintillation events:231	Cerenkov events: 0
event ID: 726639	scintillation events:578	Cerenkov events: 11
event ID: 726751	scintillation events:260	Cerenkov events: 0
event ID: 736333	scintillation events:2643	Cerenkov events: 69
event ID: 740680	scintillation events:80	Cerenkov events: 2
event ID: 761959	scintillation events:4087	Cerenkov events: 131
event ID: 771403	scintillation events:2775	Cerenkov events: 58
event ID: 812643	scintillation events:3763	Cerenkov events: 85
event ID: 817726	scintillation events:2346	Cerenkov events: 60
event ID: 817766	scintillation events:453	Cerenkov events: 0
event ID: 831628	scintillation events:394	Cerenkov events: 0
event ID: 841241	scintillation events:73	Cerenkov events: 0
event ID: 857045	scintillation events:492	Cerenkov events: 11
event ID: 864196	scintillation events:286	Cerenkov events: 0
event ID: 888652	scintillation events:160	Cerenkov events: 0
event ID: 888766	scintillation events:975	Cerenkov events: 30
event ID: 896648	scintillation events:7351	Cerenkov events: 180
event ID: 907244	scintillation events:292	Cerenkov events: 6
event ID: 907250	scintillation events:1402	Cerenkov events: 38
event ID: 907344	scintillation events:2011	Cerenkov events: 69
event ID: 920838	scintillation events:132	Cerenkov events: 0
event ID: 924923	scintillation events:1980	Cerenkov events: 52
event ID: 937092	scintillation events:613	Cerenkov events: 15
event ID: 945814	scintillation events:306	Cerenkov events: 0
event ID: 955003	scintillation events:186	Cerenkov events: 0
event ID: 973647	scintillation events:63	Cerenkov events: 0
event ID: 982525	scintillation events:35	Cerenkov events: 2
event ID: 982625	scintillation events:77	Cerenkov events: 3
event ID: 993828	scintillation events:546	Cerenkov events: 14
