event ID: 73241	Primary scintillation events:4867	Primary Cerenkov events: 212	Secondary Scintillation events: 4567	Secondary Cerenkov Events: 16
event ID: 87193	Primary scintillation events:3815	Primary Cerenkov events: 175	Secondary Scintillation events: 9116	Secondary Cerenkov Events: 27
event ID: 138344	Primary scintillation events:4126	Primary Cerenkov events: 224	Secondary Scintillation events: 12034	Secondary Cerenkov Events: 27
event ID: 174492	Primary scintillation events:1019	Primary Cerenkov events: 65	Secondary Scintillation events: 13352	Secondary Cerenkov Events: 27
event ID: 226892	Primary scintillation events:1524	Primary Cerenkov events: 78	Secondary Scintillation events: 14605	Secondary Cerenkov Events: 27
event ID: 338456	Primary scintillation events:5311	Primary Cerenkov events: 234	Secondary Scintillation events: 18434	Secondary Cerenkov Events: 55
event ID: 422659	Primary scintillation events:264	Primary Cerenkov events: 21	Secondary Scintillation events: 18568	Secondary Cerenkov Events: 55
event ID: 451585	Primary scintillation events:3015	Primary Cerenkov events: 129	Secondary Scintillation events: 20963	Secondary Cerenkov Events: 56
event ID: 463830	Primary scintillation events:1809	Primary Cerenkov events: 85	Secondary Scintillation events: 22846	Secondary Cerenkov Events: 56
event ID: 587854	Primary scintillation events:306	Primary Cerenkov events: 18	Secondary Scintillation events: 23078	Secondary Cerenkov Events: 56
event ID: 727506	Primary scintillation events:1388	Primary Cerenkov events: 74	Secondary Scintillation events: 23914	Secondary Cerenkov Events: 56
event ID: 859834	Primary scintillation events:125	Primary Cerenkov events: 6	Secondary Scintillation events: 24487	Secondary Cerenkov Events: 56
event ID: 916601	Primary scintillation events:4	Primary Cerenkov events: 0	Secondary Scintillation events: 24487	Secondary Cerenkov Events: 56
event ID: 930402	Primary scintillation events:4602	Primary Cerenkov events: 204	Secondary Scintillation events: 30322	Secondary Cerenkov Events: 84
